2023-03-31 00:13:41 , udn , 【即時短評】 蔡英文與麥卡錫會晤的變數與選舉考量 , https://udn.com/news/story/123444/7068493?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:33:27 , udn , 王道銀行偷跑發6千惹議 立委促行政院全盤釐清 , https://udn.com/news/story/123271/7070449?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:33:37 , udn , 王道銀行今天先行將普發現金新台幣6000元款項撥入客戶帳戶，引發議論。行政院長陳建仁備詢表示，王道銀行戶數較少，所以能在... , https://udn.com/news/story/123271/7070449?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:34:11 , udn , 涉私菸案遭記過 空軍少將柳惠千退伍轉任駐英公使 , https://udn.com/news/story/6656/7070487?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:35:29 , udn , 罕見勝利！伊藤忠2020年收購全家便利商店 東京地院判價碼太低 , https://udn.com/news/story/6811/7070455?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:35:39 , udn , 馬英九訪陸是否達到尊嚴對等原則 陳建仁答詢這樣說 , https://udn.com/news/story/123435/7070446?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:35:40 , udn , 東京地方法院23日判決，伊藤忠商社2020年透過公開收購（tender offer）買下全家便利商店的的價碼過低，對爭取... , https://udn.com/news/story/6811/7070455?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:35:49 , udn , 民進黨立委賴瑞隆今天質詢提到，前總統馬英九訪問中國是否有達到尊嚴對等的原則。行政院長陳建仁答詢表示：「個人看法是沒有」，... , https://udn.com/news/story/123435/7070446?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:36:40 , udn , 雙重課稅難題勸退台企赴美發展 英媒揭「背後元凶」 , https://udn.com/news/story/6811/7070500?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:36:51 , udn , 英國金融時報（FT）Lex專欄分析，台美雙重課稅的外交兩難，都在勸退台灣企業在美國擴張業務的意願。多年來，懲罰性的雙重課... , https://udn.com/news/story/6811/7070500?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:38:40 , udn , 高雄長庚運動醫學中心  助林智勝、鄭兆村重返賽場 , https://udn.com/news/story/7266/7070525?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:38:50 , udn , 中華職棒全壘打王林智勝曾因踩壘「翻船」，左腳踝內外側韌帶全斷；亞洲標槍紀錄保持人鄭兆村右膝半月板和右肘韌帶則曾受傷，兩人... , https://udn.com/news/story/7266/7070525?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:39:11 , udn , 馬英九赴母親母校周南中學參訪  四姐妹陪同 , https://udn.com/news/story/7333/7070522?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:39:21 , udn , 馬英九前總統31日下午抵達長沙後，隨即前往母親秦厚修的母校周南實驗中學參訪，馬家四姐妹也均陪同。政大法律系副教授廖永豪在... , https://udn.com/news/story/7333/7070522?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:41:40 , udn , 陸委會諮委建議「兩岸和緩之際」推動陸客來台 , https://udn.com/news/story/7331/7070536?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:41:50 , udn , 兩岸關係在近期出現和緩跡象，而陸委會的諮委建議，在兩岸和緩之際，可推動陸客來台與台灣農漁產品銷陸。 , https://udn.com/news/story/7331/7070536?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:42:11 , udn , Daniel Wong聯手Warner Bro 台北時裝周秀聯名歡樂狂想 , https://udn.com/news/story/7270/7070534?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:42:21 , udn , 華裔設計師Daniel Wong於台北時裝周間發表大秀，品牌並成為台灣首位獨立設計師與國際影視品牌華納兄弟合作，以經典I... , https://udn.com/news/story/7270/7070534?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:44:40 , udn , 陽明交大材料系不採數學惹議 系方：第2階段會看 , https://udn.com/news/story/6925/7070526?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:44:50 , udn , 大學招生競爭激烈，不少熱門校系減少採計科目。陽明交通大學材料系申請入學第1階段，完全不採計數學科，在網路引起熱議。系方則... , https://udn.com/news/story/6925/7070526?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:45:47 , udn , 香港文化博物館張國榮紀念展 重溫一代巨星風采 , https://udn.com/news/story/7332/7070462?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:45:57 , udn , 為紀念一代巨星張國榮逝世20週年，香港文化博物館3月29日起舉辦「繼續寵愛・張國榮紀念展」，免費入場。展覽由張國榮三位生... , https://udn.com/news/story/7332/7070462?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:46:42 , udn , 台馬海纜斷兩條 中華電信稱已修復一條：恢復台馬通信服務 , https://udn.com/news/story/7240/7070524?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:46:53 , udn , 中華電信（2412）兩條台馬海纜分別於今年2月2日晚間及2月8日中午發生斷纜搶修案，中華電信宣布，今(31)日下午4點5... , https://udn.com/news/story/7240/7070524?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:50:30 , udn , 華為去年淨利驟減68％ 徐直軍：2023年是生存與發展關鍵之年 , https://udn.com/news/story/7333/7070552?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:50:40 , udn , 華為31日發布去（2022）年財報，去年全球銷售收入為人民幣6,423億元，年增0.83％；淨利為人民幣356億，年減6... , https://udn.com/news/story/7333/7070552?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:51:01 , udn , 澎湖補助老人裝假牙明上路 全口加碼補助5萬元 , https://udn.com/news/story/7327/7070551?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:51:11 , udn , 澎湖縣政府加碼補助老人裝假牙，明天起第一階段上路。澎湖縣府表示，假牙補助由全口4萬元、半口2萬元，加碼為全口5萬元、半口... , https://udn.com/news/story/7327/7070551?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:51:13 , udn , HVL／HVL女子6強賽 中山工商擊敗南湖朝4連霸邁進 , https://udn.com/news/story/7005/7070470?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:51:23 , udn , 111學年度高中排球聯賽（HVL），今天在和平籃球館進行男、女組6強賽事。女子組傳統強權中山工商，以3比1的局數擊敗南湖... , https://udn.com/news/story/7005/7070470?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:51:32 , udn , 棒球／葉弘仁U18東岸聯盟扛游擊大關 攻守優於同齡球員 , https://udn.com/news/story/7001/7070532?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:51:42 , udn , U18東岸聯盟棒球賽新北市聯隊高一野手葉弘仁把關游擊，攻守表現比同齡球員突出，連兩場出賽有安打，總教練周宗志盼他補起學長... , https://udn.com/news/story/7001/7070532?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:52:03 , udn , 王文宗疑涉88槍擊案遭收押抗告成功 二審撤銷發回 , https://udn.com/news/story/7321/7070549?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:52:13 , udn , 台南檢警偵辦88槍擊案，向上追出幕後指使者學甲慈濟宮董事長王文宗兩度前往大陸，涉提供酒店客房窩藏畏罪潛逃洪且資助其生活開... , https://udn.com/news/story/7321/7070549?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:52:33 , udn , 大陸宣布：即日起恢復旅行社經營外國人入境旅遊業務 , https://udn.com/news/story/7333/7070547?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:52:44 , udn , 據央視新聞報導，大陸文化和旅遊部31日印發通知，即日起恢復全國旅行社及在線旅遊企業經營外國人入境團隊旅遊和「機票+酒店」... , https://udn.com/news/story/7333/7070547?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:53:15 , udn , 棒球／林佳緯開轟穩定中求改變 U18東岸聯盟新北聯隊勝 , https://udn.com/news/story/7001/7070377?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:53:26 , udn , U18東岸聯盟棒球賽新北市聯隊今天與成功商水交手，一度4分落後，中心棒次林佳緯2分砲帶起攻勢，終場以11比4、6局拿勝；... , https://udn.com/news/story/7001/7070377?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:53:40 , udn , 北市機車騎士追撞前方機車 倒地後遭砂石車輾斃 , https://udn.com/news/story/7320/7070555?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:53:51 , udn , 今天傍晚，台北市發生死亡車禍，兩輛機車追撞，其中一名騎士倒地，遭旁邊砂石車輾壓頭部，騎士當場失去生命，目前轄區警方正調查... , https://udn.com/news/story/7320/7070555?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:54:36 , udn , 建商拿關係企業建案實績打廣告 公平會開鍘了 , https://udn.com/news/story/7266/7070535?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:55:07 , udn , 高雄長庚運動醫學中心 助林智勝、鄭兆村重返賽場 , https://udn.com/news/story/7266/7070525?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:59:40 , udn , 又多3人！全國共有21名檢察官有「意願」當檢察長　 , https://udn.com/news/story/7321/7070573?from=udn-ch1_breaknews-1-0-news
2023-03-31 18:59:50 , udn , 法務部檢察官人事審議委員會民選委員今天上公布有意參與遴選檢察長名單，全國共18人獲推薦、自薦且有意願擔任檢察長，下午追加... , https://udn.com/news/story/7321/7070573?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:00:11 , udn , 衛生局女員工以死指控前老闆性侵判3年半 判決理由出爐 , https://udn.com/news/story/7321/7070566?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:00:21 , udn , 新北市衛生局林姓女員工前年7月3日墜樓身亡，生前在臉書貼文指控被某治療所廖姓前執行長性侵與欺騙感情，廖男坦承發生過性關係... , https://udn.com/news/story/7321/7070566?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:01:12 , udn , 柳惠千退伍轉駐英公使 顯示仍受蔡總統肯定 , https://udn.com/news/story/10930/7070571?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:01:22 , udn , 總統府今天發布命令，由柳惠千擔任駐英公使。軍方也證實，原任空軍司令部少將督察長的柳惠千今天退伍。由於柳惠千是空軍官校77... , https://udn.com/news/story/10930/7070571?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:01:43 , udn , 新北市政府公布最新首長異動名單 Z9老婆邱兆梅任青年局長 , https://udn.com/news/story/6656/7070565?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:01:53 , udn , 新北市政府今（31日）公布最新機關首長異動名單，包括現任文化局長龔雅雯將於4月17日升任副秘書長，文化局長遺缺將由現任教... , https://udn.com/news/story/6656/7070565?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:02:14 , udn , 藍立委初選兩選區採「37制」釀紛爭 市黨部回應 , https://udn.com/news/story/6656/7070568?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:02:24 , udn , 國民黨北市議員徐弘庭投入黨內立委初選，挑戰現任賴士葆，希望採全民調未果，北市黨部最終決定「37制」，徐巧芯、徐弘庭對此抱... , https://udn.com/news/story/6656/7070568?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:02:45 , udn , 國銀海外暴險最大國 美連續30季奪冠 , https://udn.com/news/story/7239/7070554?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:02:55 , udn , 中央銀行今（31）日公布去年12月底本國銀行國家風險統計，美國連續30季蟬聯國銀最大暴險國，至去年12月底暴險金額為1,... , https://udn.com/news/story/7239/7070554?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:03:16 , udn , 論文授權率大升至近九成 國圖：透明公開 輿論全民監督 , https://udn.com/news/story/7266/7070520?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:03:26 , udn , 國家圖書館今天慶祝90周年，同時發布「臺灣出版現況、研究趨勢與分析及圖書送存報告」，報告指出，電子書版圖持續擴大，外界關... , https://udn.com/news/story/7266/7070520?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:08:40 , udn , 37歲男常吃三明治！健檢發現罹患胃炎 醫提醒4食物恐致胃癌 , https://udn.com/news/story/7266/7070008?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:08:51 , udn , 現代人的外食比例很高，假設沒有選擇正當的食物，長久下來可能危害健康。一名長期住在歐洲的37歲男子，因為常吃夾火腿、培根，或是煙燻鮭魚的三明治，做健康檢查時竟然發現罹患胃炎，而醫師也指出，「愛吃四種食物，恐怕提高罹患胃癌的機率」。 , https://udn.com/news/story/7266/7070008?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:09:42 , udn , 小確幸！基本生活費增至19.6萬不課稅 5月報稅適用 , https://udn.com/news/story/7243/7070570?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:09:52 , udn , 財政部今（31）日表示，111年度每人基本生活所需之費用金額為新台幣19.6萬元，民眾於今年5月申報111年度綜合所得稅... , https://udn.com/news/story/7243/7070570?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:10:43 , udn , 柳惠千退伍即轉駐英公使 顯示仍受蔡英文寵信 , https://udn.com/news/story/6656/7070571?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:14:39 , udn , 歐盟商辦需求強勁反彈 推升租金上漲 , https://udn.com/news/story/6811/7070601?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:14:50 , udn , 歐洲商辦空間需求在2022年從新冠疫情中強勁反彈，有助業者調高租金，並減緩利率攀升造成價格修正的衝擊。 , https://udn.com/news/story/6811/7070601?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:15:10 , udn , 中職／4月4日澄清湖首戰 獅隊邀高雄在地的林子偉開球 , https://udn.com/news/story/7001/7070599?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:15:21 , udn , 統一獅隊將在4月4日於高雄澄清湖棒球場作東，迎戰中信兄弟隊，為開幕周「英雄開戰 強獅來襲」主題日之一，獅隊公布當天邀請經... , https://udn.com/news/story/7001/7070599?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:15:41 , udn , 中職／中職34年將點燃戰火 各隊公布開季一軍名單 , https://udn.com/news/story/7001/7070542?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:15:51 , udn , 中職34年將在明天點燃戰火，今天各隊公布開季名單，5隊都帶了不少新秀，其中樂天桃猿隊捕手宋嘉翔明天可望挑戰紀錄；另外富邦... , https://udn.com/news/story/7001/7070542?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:16:12 , udn , Forever 21改賣高價在地化產品 , https://udn.com/news/story/6811/7070592?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:16:22 , udn , 美國快時尚品牌Forever 21以向年輕人銷售時下流行平價服飾聞名，2019年撤出日本市場後，如今正悄悄調整策略捲土重來，這次改賣更高價的在地化產品。 , https://udn.com/news/story/6811/7070592?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:16:43 , udn , 長榮航班遭爆多次超過乘載量 旅客抵達才知行李還沒到 , https://udn.com/news/story/7266/7070591?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:16:53 , udn , 隨著疫情解封，航空公司載客量逐漸復甦，長榮航空(股)公司企業工會今發表聲明指出，長榮公司美東航線已多次發生超過航機最大乘... , https://udn.com/news/story/7266/7070591?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:17:14 , udn , 萬噸強酸毀苗栗3公里溪床露營區 毒到「一隻魚都沒有」 , https://udn.com/news/story/7321/7070588?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:17:24 , udn , 桃園芫吉公司收受強酸廢液以再利用名目申報核准卻從未經合法製程，和土地仲介、司機聯手在桃園、苗栗、台中亂倒1.3萬公噸強酸... , https://udn.com/news/story/7321/7070588?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:20:41 , udn , 紐約單身族租屋 一年多付59萬 , https://udn.com/news/story/6813/7070604?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:20:48 , udn , 藍立委初選兩選區採「37制」釀紛爭 市黨部回應了 , https://udn.com/news/story/123307/7070568?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:20:51 , udn , 在美國紐約，單身很貴。 , https://udn.com/news/story/6813/7070604?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:21:12 , udn , 巴基斯坦經濟陷入危機 爆發工廠關閉潮 , https://udn.com/news/story/6811/7070603?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:21:22 , udn , 巴基斯坦許多大公司在過去幾個月紛紛關廠，可能因為原物料或外匯耗盡，或兩者兼而有之，使得這個試圖避免債務違約的經濟體面臨更多棘手問題。 , https://udn.com/news/story/6811/7070603?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:21:49 , udn , 北市機車騎士追撞前方機車 倒地遭砂石車輾頭慘死 , https://udn.com/news/story/7320/7070555?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:23:40 , udn , 預期下週完成程序 北約秘書長：芬蘭國旗將在未來幾天升起 , https://udn.com/news/story/6809/7070596?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:23:50 , udn , 芬蘭昨天清除了加入北約的最後障礙，獲得全部會員國同意。北約秘書長史托騰柏格今天恭喜芬蘭總統，並稱他預計芬蘭很快就會成為正... , https://udn.com/news/story/6809/7070596?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:24:11 , udn , 地主告北市捷運局還地賠錢 更一審改判不用還地 , https://udn.com/news/story/7321/7070594?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:24:21 , udn , 捷運信義安和站附近地主認為私有地遭台北市捷運工程局鋪設柏油，請求刨除並還地，一審判地主勝訴。高院更一審今天判捷運工程局須... , https://udn.com/news/story/7321/7070594?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:26:40 , udn , 7-ELEVEN推「niko and … X 櫻桃小丸子精品集點」 , https://udn.com/news/story/7270/7070616?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:26:50 , udn , 全球首發，小丸子粉絲必收！7-ELEVEN攜手日本文青品牌與櫻桃小丸子獨家跨界聯名，自4月6日起展開「niko and ... , https://udn.com/news/story/7270/7070616?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:27:11 , udn , 王醒之：中選會介入 打壓基隆地方公投 , https://udn.com/news/story/6656/7070617?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:27:21 , udn , 針對中選會今天指基隆市政府認定，四接公投連署提案人王醒之所提地方性公民投票案合於規定，明顯違反基隆市公民投票自治條例規定... , https://udn.com/news/story/6656/7070617?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:28:15 , udn , 萬噸強酸毀苗栗3公里溪床露營區 溪水染紅毒到「不見任何生物」 , https://udn.com/news/story/7320/7070588?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:29:40 , udn , 大馬前首相納吉欲推翻金融醜聞定罪 聯邦法院駁回 , https://udn.com/news/story/6809/7070560?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:29:50 , udn , 馬來西亞前首相納吉（Najib Razak）因金融醜聞被判12年有期徒刑，他試圖推翻判決，但聯邦法院（FederalCo... , https://udn.com/news/story/6809/7070560?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:30:11 , udn , 日系風格可愛必收！7-ELEVEN推「niko and … X 櫻桃小丸子精品集點」 , https://udn.com/news/story/7270/7070616?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:32:40 , udn , 華裔記者成蕾案閉門審訊一週年判決未果 澳洲再表關切 , https://udn.com/news/story/6809/7070378?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:32:50 , udn , 因涉嫌「洩漏國家機密」在中國被捕的澳州華裔記者成蕾，去年3月31日在北京市第二中級人民法院接受不公開審訊後，迄今已滿一年... , https://udn.com/news/story/6809/7070378?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:33:11 , udn , 雲林土庫66隻大豬失蹤 警方調閱監視器逮竊賊 , https://udn.com/news/story/7320/7070607?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:33:22 , udn , 雲林土庫一處豬舍圈養66隻大豬日前失蹤，警方接獲飼主報案，調閱案發豬舍周邊監視器，發現開運豬貨車的劉姓、賴姓司機涉嫌偷豬... , https://udn.com/news/story/7320/7070607?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:35:39 , udn , 新台幣終結連3貶收30.454元 第1季升值2.54角 , https://udn.com/news/story/7239/7070593?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:35:49 , udn , 清明連假前夕最後一個交易日，外資偏匯入，出口商也積極拋匯，帶動股匯雙漲。新台幣兌美元今天收盤收30.454元，小升0.7... , https://udn.com/news/story/7239/7070593?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:36:09 , udn , 豔星改寫美政壇史！川普因封口費案遭起訴 丹尼爾斯自爆兩人孽緣 , https://udn.com/news/story/6813/7070376?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:36:20 , udn , 美國前總統川普因涉嫌支付豔星「暴風女丹尼爾斯」（StormyDaniels）封口費，遭紐約大陪審團投票決定起訴，成為美國... , https://udn.com/news/story/6813/7070376?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:36:40 , udn , 搶在連假前上傳財報 清明節後如興有望恢復交易 , https://udn.com/news/story/7251/7070621?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:36:51 , udn , 老牌牛仔褲廠如興（4414）因為未能如期繳交財報，自去年8月18日停止交易迄今。不過今（31）日傍晚，如興公告已向董事會... , https://udn.com/news/story/7251/7070621?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:39:13 , udn , 基隆四接公投連署遭阻 王醒之批中選會介入打壓 , https://udn.com/news/story/6656/7070617?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:41:48 , udn , 暴龍不露齒 研究顛覆侏儸紀公園尖牙外露形象 , https://udn.com/news/story/6812/7070125?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:41:59 , udn , 電影「侏儸紀公園」暴龍張開大口咆哮、刀鋒般成排尖牙外露的形象深植人心。但一項新研究認為，暴龍這類兩足站立的肉食恐龍可能牙... , https://udn.com/news/story/6812/7070125?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:44:50 , udn , 影／洗刷「行人地獄」臭名 新北警今強力執法取締43件 , https://udn.com/news/story/7320/7070635?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:45:00 , udn , 為洗刷「行人地獄」臭名，交通部修正法規提高汽車不停讓行人優先通行罰鍰至3600元，新北市警局今天執行路口安全大執法專案，... , https://udn.com/news/story/7320/7070635?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:45:21 , udn , 不露齒？研究顛覆《侏儸紀》尖牙外露形象 暴龍可能更像蜥蜴 , https://udn.com/news/story/6812/7070125?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:50:40 , udn , 新科縣市長 上工百日的施政力與小秘密 , https://udn.com/news/story/7314/7070640?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:50:51 , udn , 去年九合一選後誕生10位新科縣市長，上任至今將滿100天。台北市長蔣萬安如何在顧好市政市政之餘，也扮演好三寶爸角色？理工男張善政就任桃園市長後，還有時間除草運動嗎？為何選美出身，以「神力女超人」裝扮開啟選民心目中亮麗人設的許淑華，在成為南投縣第一任女性縣長之後，選擇低調？

這些新科市長就職後做了哪些事？跟以往的政治人設有什麼不同？他們年輕的時候是什麼青澀模樣，有哪些私底下選民還不知道的小秘密？ , https://udn.com/news/story/7314/7070640?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:51:11 , udn , 籲拒絕美國限制 陸駐歐盟大使：與中國斷絕商業關係後果自負 , https://udn.com/news/story/6809/7070581?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:51:22 , udn , 歐洲領袖密集訪問中國之際，中國駐歐盟大使傅聰昨天接受外媒專訪時表示，歐洲應該拒絕美國限制與北京進行貿易的要求；他並警告任... , https://udn.com/news/story/6809/7070581?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:54:12 , udn , 中東及南美線大漲 推升SCFI運價指數止跌反彈、漲幅達1.7% , https://udn.com/news/story/6811/7070639?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:54:23 , udn , 最新的上海集裝箱出口指數（SCFI）最新報價出爐止跌反彈上漲15.43點，來到923.78點，上揚1.7%。本周四大航線... , https://udn.com/news/story/6811/7070639?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:59:39 , udn , 馬前總統赴中國是否獲「尊嚴對等」？ 陳建仁：沒有啦 , https://udn.com/news/story/6656/7070655?from=udn-ch1_breaknews-1-0-news
2023-03-31 19:59:49 , udn , 民進黨立委賴瑞隆今天下午在立法院質詢，指外界高度關心前總統馬英九目前在中國的訪問，過去馬總統每次國慶演說都會特別講到尊嚴... , https://udn.com/news/story/6656/7070655?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:02:39 , udn , 涉嫌販賣人口摘取器官  集團中2人遭嘉義地院判刑 , https://udn.com/news/story/7321/7070660?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:02:50 , udn , 去年嘉義檢警專案小組查獲人口販運集團成員王男、林男涉嫌以高薪誘騙被害人健康檢查後到柬埔寨工作，實際上涉嫌「全拆」摘取器官... , https://udn.com/news/story/7321/7070660?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:03:10 , udn , 普發6000提前到手 王道銀行：客戶較少先墊付 , https://udn.com/news/story/7314/7070659?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:03:21 , udn , •連假前小確幸，有網友在臉書上發文指出，今天領到了普發現金6000元，對此，數位部在臉書上證實，確實有部分銀行的用戶在今天就會領到錢，但因為登記各家金融機構的帳戶入帳數量有差距，多數金融機仍是一致在4月6日起陸續入帳。據了解，不少王道銀行的存戶今天已收到6000元。 , https://udn.com/news/story/7314/7070659?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:03:41 , udn , 馬英九赴大陸是否獲「尊嚴對等」？ 陳建仁這樣回覆 , https://udn.com/news/story/6656/7070655?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:05:39 , udn , 施政百日好感度居冠   陳其邁回應僅6個字 , https://udn.com/news/story/6656/7070669?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:05:49 , udn , 銘傳大學網路聲量與新媒體研究中心公布六都市長施政百日網路好感度調查結果，高雄市長陳其邁居冠，台南市長黃偉哲居次，陳其邁對... , https://udn.com/news/story/6656/7070669?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:08:39 , udn , 山友抨擊不讓民眾登山   台電竟「淘空」丹大林道引道 , https://udn.com/news/story/7325/7070678?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:08:50 , udn , 南投縣信義鄉丹大林道路是前往七彩湖、六順山重要通道，入口濁水溪鋼便橋今天由台電拆除，連引道也挖了一個深坑，山友氣憤抨擊，... , https://udn.com/news/story/7325/7070678?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:09:10 , udn , 駭人！國道11車追撞 烈焰濃煙竄天 , https://udn.com/news/story/7320/7070673?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:09:21 , udn , 清明連假登場前夕，國道一號南下50公尺南崁路段今天下午4時發生11車連環撞事故，起因疑似是吳姓男子駕駛的貨櫃連結車煞車失... , https://udn.com/news/story/7320/7070673?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:09:41 , udn , 2名村里長判決當選無效  但8件賄選案緩刑嘉檢提上訴 , https://udn.com/news/story/7321/7070672?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:09:52 , udn , 去年底五合一選舉，嘉義地檢署落實查賄行動，起訴嘉義縣中埔鄉蔡姓村長當選人及嘉義市黃姓里長當選人，嘉義地院先後判決2人當選... , https://udn.com/news/story/7321/7070672?from=udn-ch1_breaknews-1-0-news
2023-03-31 20:10:43 , udn , 涉高薪誘騙柬埔寨「全拆」摘器官 人口販運集團2人遭判刑 , https://udn.com/news/story/7321/7070660?from=udn-ch1_breaknews-1-0-news
