2023-03-24 00:08:37 , udn , 王婉諭宣布參選北市大安區立委 , https://udn.com/news/story/123307/7052567?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:24:39 , udn , NBA／誤判爭議層出不窮 楊恩：應對裁判禁賽或罰錢 , https://udn.com/news/story/7002/7054283?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:24:49 , udn , 近期，NBA裁判做出爭議判決的案例層出不窮，讓外界熱烈討論裁判的獎懲機制。在昨日因錯誤吹判輸掉一場拉鋸戰後，老鷹隊球星楊恩（Trae Young）便表示，該對誤判的裁判祭出禁賽或是罰款。

美國時 , https://udn.com/news/story/7002/7054283?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:25:40 , udn , 影／5300萬串聯台中旱溪自行車道最後一哩路 公總列入明年度計劃 , https://udn.com/news/story/7325/7054478?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:25:50 , udn , 台中市旱溪源頭就在豐原區公老坪，旱溪親水式自行車道金谿橋可連接「豐原大道自行車道」，但要前往旱溪源頭卻在豐原區北陽路45... , https://udn.com/news/story/7325/7054478?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:26:39 , udn , 中共軍艦通過恆春外海我軍驅離攔截　海軍司令部回應了 , https://udn.com/news/story/10930/7054493?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:26:41 , udn , 不是台積電！外資本周買超468.45億 買超最高股是它 , https://udn.com/news/story/7251/7054477?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:26:49 , udn , 因應美國與菲律賓將在下月十一日至廿八日舉行南海實彈演習，中共昨起針對性在南海舉行今年第四次軍事演習，今天一早中共解放軍0... , https://udn.com/news/story/10930/7054493?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:26:52 , udn , 台股今（24）日收在15,914.7點，本周指數強彈461.74點，周線大漲2.99%，統計三大法人本周同步站在買方，尤... , https://udn.com/news/story/7251/7054477?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:32:14 , udn , 費鴻泰、徐巧芯疑爭初選方式「再拉人」 選區6人登記參選數爆炸 , https://udn.com/news/story/123307/7054459?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:35:49 , udn , 汎德永業去年每股賺18.28元創新高 配現金股利15元 , https://udn.com/news/story/7252/7054510?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:36:00 , udn , 汎德永業（2247）2022年合併營收440.6億元，年增4.6%，相較去年繳出「三率三升」佳績，帶動營業利益18.28... , https://udn.com/news/story/7252/7054510?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:36:20 , udn , 明北部轉涼出門帶傘！周日全台有雨 回暖時間曝 , https://udn.com/news/story/7266/7054507?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:36:30 , udn , 中央氣象局表示，明天東北季風增強、華南雲雨區逐漸東移，北部及東北部地區天氣轉涼，中部以北、東半部地區及南部山區有局部短暫... , https://udn.com/news/story/7266/7054507?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:36:51 , udn , 背叛婚姻的人無權提離婚部分違憲 法官：充分保障雙方 , https://udn.com/news/story/7314/7054505?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:37:01 , udn , 民法規定造成婚姻破裂的一方無權提離婚，高雄少年及家事法院法官朱政坤和兩名出軌人夫質疑違憲，聲請釋憲；今憲法法庭判決出爐，... , https://udn.com/news/story/7314/7054505?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:37:22 , udn , MLB／大谷翔平登《ESPN》百大球星之首 楚奧特第2、賈吉第3 , https://udn.com/news/story/6999/7054254?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:37:32 , udn , 大聯盟新賽季即將展開，《ESPN》今天公布新賽季百大球星，其中天使隊大谷翔平強壓隊友「神鱒」楚奧特（Mike Trout）及洋基隊「法官」賈吉（Aaron Judge），再度獲評第一名。

該文指 , https://udn.com/news/story/6999/7054254?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:37:53 , udn , 一天見16次日出日落 穆斯林太空人齋戒月免禁食 , https://udn.com/news/story/6812/7054377?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:38:03 , udn , 全球穆斯林進入齋戒月，白晝必須禁食以拉近與神的距離。在「外」執勤、每天見到16次日出日落的穆斯林太空人，守齋難題如今有解... , https://udn.com/news/story/6812/7054377?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:38:48 , udn , 高中學歷「選普考還國營？」 過來人推1出路：好考面試又簡單 , https://udn.com/news/story/6939/7054181?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:38:59 , udn , 每個工作需要具備的條件都不同，有些會要求一定程度的學歷證明，有些則是需要專業技術。一名網友在網路上發文，好奇詢問大家「如果學歷只有高中，應該考普考還是國營？」貼文曝光後也掀起討論，許多過來人都推薦國營這條出路。 , https://udn.com/news/story/6939/7054181?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:41:49 , udn , 與愛丁堡議長互遞意向書 黃偉哲：蘇格蘭人對台南貢獻大 , https://udn.com/news/story/6656/7054531?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:41:59 , udn , 愛丁堡市議會議長Cammy Day率團訪台，今天首站拜訪台南，與台南市長黃偉哲互遞意向書。黃偉哲表示，去年8月即與議長視... , https://udn.com/news/story/6656/7054531?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:42:37 , udn , 目前，NBA大部分球隊都在為了戰績拚搏，第10名以後的球隊在為了前進附加賽努力；排名靠前的球隊則為了更高的種子順序奮戰。不過，塞爾蒂克後衛懷特（Derrick White）卻表示，球隊排名第幾種子對他 , https://udn.com/news/story/7002/7054385?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:44:48 , udn , 經濟部：海能風場全數完工 日商JERA持續投入運維 , https://udn.com/news/story/7238/7054543?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:44:58 , udn , 海能風場於21日完工併聯，經濟部今（24）日再度說明，台灣捷熱能源(JERA Energy Taiwan)雖未參與區塊開... , https://udn.com/news/story/7238/7054543?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:45:19 , udn , 彰化去年車禍死亡246人 比前年暴增45人居各縣市之冠 , https://udn.com/news/story/7325/7054541?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:45:29 , udn , 交通部今天公布去年交通事故死傷件數，彰化縣死亡增加45人，居各縣市之冠，經分析，肇事主要原因依次是駕駛人未依規定讓車、未... , https://udn.com/news/story/7325/7054541?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:47:46 , udn , 傳男子地鐵車廂公然脫褲大便 有乘客疑似當場看見當場嘔吐 , https://udn.com/news/story/7335/7054537?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:47:57 , udn , 疑似青島地鐵車廂內，有男子不顧其他乘客感受直接脫褲「大便」，引起廣泛關注。

網傳圖片顯示，一名身著黑色衫褲的男子，竟在地鐵車廂中公然除褲大便。他面向車門蹲著，臀部則對著車廂，左側男性乘客隨即投來 , https://udn.com/news/story/7335/7054537?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:49:54 , udn , 猴痘疫苗開打！台北市近1700人預約最多 增開2醫院接種 , https://udn.com/news/story/7266/7054489?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:50:49 , udn , 藍19立委選區28人登記 台北松信區費徐各加派主任參戰 , https://udn.com/news/story/6656/7054555?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:50:57 , udn , 民進黨宜蘭立委參選人塵埃落定 陳歐珀挑戰4連霸 , https://udn.com/news/story/123307/7054461?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:50:59 , udn , 國民黨今第一階段立委參選登記截止，總共19個選區中有28名參選人登記，其中台北市第7、8選區和新北市第11選區、桃園市第... , https://udn.com/news/story/6656/7054555?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:51:07 , udn , 民進黨區域立法委員初選登記今天下午5時截止，宜蘭僅現任立委陳歐珀登記，中執會通過後將確定征戰2024，他感謝黨內同志的成... , https://udn.com/news/story/123307/7054461?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:51:20 , udn , 一律不准有責配偶訴請離婚違憲！法務部：2年內研議修法 , https://udn.com/news/story/7314/7054548?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:51:30 , udn , 憲法法庭今天判決民法第1052條第2項但書規定並不違憲，不過，難以維持的重大事由發生後，是否已逾相當期間或已持續相當期間... , https://udn.com/news/story/7314/7054548?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:53:48 , udn , 18:04花蓮縣規模4.2地震 最大震度3級 , https://udn.com/news/story/7266/7054558?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:53:58 , udn , 中央氣象局表示，今天晚間6點04分花蓮縣發生芮氏規模4.2地震，最大震度3級，震央位於花蓮縣政府西南方48.7公里花蓮縣... , https://udn.com/news/story/7266/7054558?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:56:39 , udn , 桃園前市府急歸墊6千萬元公彩基金 社會局解密錢從哪來 , https://udn.com/news/story/6656/7054562?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:56:49 , udn , 桃園市議員舒翠玲今天在議會社會局工作報告時質詢，問前市府去年12月初急忙歸墊入公益彩券盈餘分配基金的6000萬元，錢從哪... , https://udn.com/news/story/6656/7054562?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:57:10 , udn , 見媳婦和友人聊天婆婆發飆「講我壞話？」 眾人傻眼：做賊心虛 , https://udn.com/news/story/7272/7054471?from=udn-ch1_breaknews-1-0-news
2023-03-24 18:57:20 , udn , 結婚是人生大事，開心完成婚禮後就要面對生活中瑣碎大小事，而當中婆媳關係是不少人最害怕的一環。一名女網友在臉書透露日前和朋友在家門口聊天，婆婆懷疑原PO在講她壞話，甚至連LINE的個性簽名婆婆也有意見，讓女網友傻眼又無奈。 , https://udn.com/news/story/7272/7054471?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:00:43 , udn , 「末日博士」示警！明年經濟陷「百慕達三角」 類2008危機恐重現 , https://udn.com/news/story/6811/7054533?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:00:54 , udn , 有「末日博士」之稱的羅比尼（Nouriel Roubini）表示，明年可能湧現一波「嚴重衰退」，因為經濟有陷入危險的「百... , https://udn.com/news/story/6811/7054533?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:05:43 , udn , 全球金融中心排名LA超車上海 台北下跌八名至第63名 , https://udn.com/news/story/6811/7054508?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:05:53 , udn , 英國Z/Yen集團與中國（深圳）綜合發展研究院24日發布最新一期的全球金融中心指數排名，前五名和前期完全相同，美國洛杉磯... , https://udn.com/news/story/6811/7054508?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:08:47 , udn , 新台幣連4升 收30.353元創逾1個月新高 , https://udn.com/news/story/7239/7054583?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:08:58 , udn , 國際美元止跌回升，新台幣匯率陷入區間整理，今天收盤收在30.353元，小升1.9分，連續4個交易日走揚，並創逾1個月新高... , https://udn.com/news/story/7239/7054583?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:09:18 , udn , 買得到蛋了 農委會：進口雞蛋最快329超市上架 , https://udn.com/news/story/122475/7054594?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:09:29 , udn , 進口雞蛋來了！農委會畜牧處長張經緯表示，向國外採買的雞蛋都是洗選蛋，但進到國內還是必須再洗一次，主要是因為要求全程冷鏈，回溫過程溫差會產生凝結水，沾到灰塵以及紙盤上的紙屑，原料蛋抵台後要拉到洗選場去，開箱回溫上洗選線後，還要包裝標示玩再到通路，之間的時間，最快在329清明連假期間，將陸續在北部超市上架；消費者最快3月29、30日就可在超市賣場通路，買到來自澳洲、美國，以及泰國的洗選盒裝雞蛋。至於之前農委會主委陳吉仲對外稱進口蛋每盒65元平價蛋；張經緯說，會尊重整個市場機制的報盤價格；若北市蛋商公會調整雞蛋價格，販售的進口雞蛋價格也可能調整。 , https://udn.com/news/story/122475/7054594?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:09:49 , udn , 「C肝辦降級」挨轟 衛福部國健署：再6.5萬人就達標 , https://udn.com/news/story/7266/7054591?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:10:00 , udn , 聯合報今天報導，衛福部喊出「2025年超前世衛清除C肝」，原直屬衛福部的「國家消除C肝辦公室（簡稱C肝辦）」卻於2月降級... , https://udn.com/news/story/7266/7054591?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:11:48 , udn , 立委參選人簡榮宗說謝長廷當大法官會顛覆法律人價值觀 , https://udn.com/news/story/6656/7054597?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:11:52 , udn , 國民黨19立委選區共28人登記 台北「這選區」最多人登記參戰 , https://udn.com/news/story/123307/7054555?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:11:59 , udn , 外傳中華民國駐日代表謝長廷獲得新文化基金會推薦擔任大法官，新文化基金會是謝長廷當年所創立，自己創立的基金會推薦自己出任大... , https://udn.com/news/story/6656/7054597?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:12:19 , udn , 台灣天才運動員會想到誰？ 鄉民指「他」超狂：賣麵還能回大聯盟 , https://udn.com/news/story/120912/7054210?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:12:30 , udn , 台灣有許多運動好手為國爭光，近日有網友詢問「台灣沒打棒球的天才運動員各位還會想到誰？」，許多人紛紛指出「曹錦輝」，曾經營過牛肉麵店，五年後還能重返大聯盟相當不容易。 , https://udn.com/news/story/120912/7054210?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:12:50 , udn , 台積電總裁魏哲家獲400張限制股票 市值2.156億 , https://udn.com/news/story/7253/7054585?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:13:01 , udn , 晶圓代工廠台積電2022年度限制員工權利新股配放情況出爐，總裁魏哲家分得400張，以今天收盤價539元計，市值達新台幣2... , https://udn.com/news/story/7253/7054585?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:13:21 , udn , 綠批侯友宜上班喬黨務 藍軍反譏「綠能你不能」 , https://udn.com/news/story/123307/7054596?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:13:31 , udn , 民進黨新北議會黨團今針對新北市長侯友宜在新北市府內，協調議員陳偉杰及立委洪孟楷參加立委初選一事， 批評侯友宜公然把新北市... , https://udn.com/news/story/123307/7054596?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:15:23 , udn , 未登記綠營黨內立委初選 江永昌：對家庭、選民、政黨有責任 , https://udn.com/news/story/123307/7054581?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:15:33 , udn , 民進黨立委初選登記到今天截止，其中新北第8選區（中和）無人登記，現任立委江永昌表示，他自認對家庭、選民與政黨負有責任，因... , https://udn.com/news/story/123307/7054581?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:15:54 , udn , 美記者罕見獲准參訪台積電晶圓廠 揭露台積電精神 , https://udn.com/news/story/6811/7054574?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:16:04 , udn , 知名科技雜誌Wired的專欄作家赫弗南（Virginia Heffernan）罕見地獲准參訪台積電晶圓廠，並與台積電董事... , https://udn.com/news/story/6811/7054574?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:17:48 , udn , 從幽浮事件看間諜氣球 , https://udn.com/news/story/6809/7054611?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:17:58 , udn , 美國軍方在一周內擊落高空中三個不明物體的奇觀，為毫無根據的猜測和陰謀論打開了大門，這有一部分要怪罪政府傳達矛盾的訊息，一下子發出警報，一下子又隨意否認。 , https://udn.com/news/story/6809/7054611?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:18:19 , udn , 泰打塑膠廢棄物 祭進口禁令 , https://udn.com/news/story/6812/7054607?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:18:29 , udn , 泰國將在2025年前禁止進口所有塑膠廢棄物，作為更廣泛減塑三階段行動的一環，以控制汙染，並保護人民的健康。 , https://udn.com/news/story/6812/7054607?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:18:50 , udn , 太空大亨逐夢 打造登月計畫 , https://udn.com/news/story/6811/7054605?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:19:00 , udn , 太空探索業者Intuitive機器公司2月14日掛牌交易，股價在一周內暴漲超過200%，積極創業的創業家賈法里恩（Kam Ghaffarian）身價也暴增。他也一直有個登月的夢想，但不只是嘴上說說。 , https://udn.com/news/story/6811/7054605?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:19:21 , udn , 謝長廷被推薦當大法官 簡榮宗批：絕對顛覆法律人價值觀 , https://udn.com/news/story/6656/7054597?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:20:51 , udn , 預防禽流感解決老中青混養 陳吉仲：唯一解方全面洗選 , https://udn.com/news/story/7266/7054620?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:20:52 , udn , 侯友宜協調立委提名綠批上班喬黨務 藍軍反譏「綠能你不能」 , https://udn.com/news/story/123307/7054596?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:21:01 , udn , 為何台灣今年會缺蛋這麼嚴重？政府何時警覺雞蛋產量不足？農委會主委陳吉仲今天表示，去年就知道雞蛋的生產與需求量的差異，若不... , https://udn.com/news/story/7266/7054620?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:21:22 , udn , 電動車電池回收掀熱潮 , https://udn.com/news/story/6811/7054613?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:21:32 , udn , 電池回收熱潮開始看來像個泡沫。對亟需確保充足電池原物料、以通向永續運輸未來的美國電動車製造商來說，這成了令人頭疼的挑戰。 , https://udn.com/news/story/6811/7054613?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:22:24 , udn , 合庫跟進央行升息 3月27日起調整各天期存款牌告利率 , https://udn.com/news/story/7239/7054593?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:22:34 , udn , 中央銀行自112年3月24日起調升重貼現率、擔保放款融通利率及短期融通利率各0.125個百分點。合作金庫商業銀行今（24... , https://udn.com/news/story/7239/7054593?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:32:40 , udn , 法國浪漫旅遊變調！男友堅持邀友同行睡沙發 女氣炸上網求救 , https://udn.com/news/story/7272/7054303?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:32:51 , udn , 國外一名女子安排了一趟浪漫的法國之旅，想跟男友一起留下美好回憶，不過男友卻在出遊日期快到時邀請了朋友，被女友拒絕時還不解地說朋友可以睡沙發，讓女子氣到爆炸。 , https://udn.com/news/story/7272/7054303?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:32:52 , udn , 棒球／台灣天才運動員會想到誰？鄉民指「他」超狂：賣麵還能回大聯盟 , https://udn.com/news/story/7001/7054210?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:35:49 , udn , 立委選舉第三勢力布局 民眾黨規劃不分區立委轉戰區域 , https://udn.com/news/story/123307/7054571?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:36:00 , udn , 外界關注第三勢力立委布局。台灣民眾黨秘書長周台竹今天表示，選舉決策會成員預計在黨主席柯文哲訪美前出爐，2024立委提名預... , https://udn.com/news/story/123307/7054571?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:36:20 , udn , 總統府：蔡總統出訪四位立委同行 , https://udn.com/news/story/6656/7054632?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:36:31 , udn , 總統府發言人林聿禪今天表示，總統府日前依照慣例，協請立法院邀請各黨團委員參與蔡英文總統即將出訪的行程，而本次隨團出訪的四... , https://udn.com/news/story/6656/7054632?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:36:51 , udn , 友邦海地慘淪幫派治國 至今逾500人被殺 美加放棄介入 , https://udn.com/news/story/6809/7054631?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:36:55 , udn , 被拒絕3次才答應…美記者訪台積電晶圓廠 劉德音揭員工2特質 , https://udn.com/news/story/6811/7054574?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:37:01 , udn , 我國友邦海地自前總統依摩士（Jovenel Moïse）遭暗殺以來，國內政局治安持續敗壞，代理總統亨利（Ariel Henry）五個多月前懇請國際社會派駐特別部隊，至今美國及加拿大皆不願介入。如今幫派已控制首都太子港多數地區，警方發言人呼籲民眾自保，別指望政府，警察工會則說，海地警力可能在幾周內瓦解。 , https://udn.com/news/story/6809/7054631?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:38:50 , udn , 罷工燒到英王訪法 法總統府證實查理三世訪法行延後 , https://udn.com/news/story/6809/7054635?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:39:00 , udn , 英國每日郵報報導，法國罷工持續延燒之際，原本26至29日將赴法進行國是訪問的英國國王查理三世延後行程，法國總統府愛麗舍宮... , https://udn.com/news/story/6809/7054635?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:41:49 , udn , 蘋果CEO庫克快閃北京Apple店  看到小米最新旗艦機說了什麼？ , https://udn.com/news/story/7333/7054642?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:42:00 , udn , 先前放出風聲預計「3月底訪陸」的蘋果CEO庫克，今（24）日傍晚突然現身北京三里屯，蘋果在大陸的首家Apple Stor... , https://udn.com/news/story/7333/7054642?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:42:20 , udn , 台宏邦交危機 前白宮國安顧問：台灣應自豪不以金錢利誘邦交 , https://udn.com/news/story/123264/7054518?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:42:31 , udn , 台灣與宏都拉斯邦誼生變，美國前白宮國安顧問歐布萊恩今天表示，以往外交轉向中國的國家，並未實現與北京當局建交的美好幻想，反... , https://udn.com/news/story/123264/7054518?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:53:48 , udn , 擺脫行人地獄稱號  王國材：短期可做的趕快做 , https://udn.com/news/story/7266/7054340?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:53:58 , udn , 111年因交通事故死亡3085人創10年新高。針對行人安全，交通部長王國材今天說，包含騎樓整平、路口縮小等改善人行空間措... , https://udn.com/news/story/7266/7054340?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:54:19 , udn , 大姑外遇後連兒女都不要 婆婆哭勸媳接養遭拒竟痛批：狠心 , https://udn.com/news/story/7272/7054319?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:54:29 , udn , 家庭矛盾錯綜複雜，日前有女網友發文抱怨，大姑外遇閨密的前夫，現在鬧離婚，連孩子都不要，婆婆不惜拿出養老金，希望原PO夫妻倆能夠認養大姑生的兩個孩子，此舉令她傻眼「天啊！我才不擔這責任」，許多網友也勸「千萬不要，麻煩會超級多」，但也有人表示「如果有能力，幫忙養小孩，不是壞事」。 , https://udn.com/news/story/7272/7054319?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:54:50 , udn , 快閃北京Apple店瞥見店內有小米新機 蘋果CEO庫克反應曝光 , https://udn.com/news/story/7086/7054642?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:56:48 , udn , 教授照片遭合成勒索 北醫大網站分批加浮水印 , https://udn.com/news/story/7315/7054639?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:56:51 , udn , 蔡總統出訪行程將有4立委同行 各黨團人選曝光 , https://udn.com/news/story/6656/7054632?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:56:58 , udn , 台北醫學大學發生多名教授的照片被不肖人士盜用，非法合成後再寄信勒索。校方發出資訊安全通報，提醒教職員不要上當受騙，並分批... , https://udn.com/news/story/7315/7054639?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:58:23 , udn , 扯！男子偷筆錄近半年才被發現 調查局懲處行政違失人員 , https://udn.com/news/story/7321/7054618?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:58:33 , udn , 曾姓男子前年於調查局中部地區機動站接受詢問時竊取調查筆錄初稿，並遭判刑3月。調查局今天表示，對於相關人員行政違失責任，已... , https://udn.com/news/story/7321/7054618?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:59:20 , udn , 下一顆未爆彈？德銀股價重挫15% 美股期指同受累 , https://udn.com/news/story/6811/7054636?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:59:31 , udn , 德意志銀行股價24日在歐洲愈跌愈深，午盤前一度重挫15%，報7.945歐元，主因德銀的信用違約互換交易（CDS）息差衝到... , https://udn.com/news/story/6811/7054636?from=udn-ch1_breaknews-1-0-news
2023-03-24 19:59:51 , udn , 法國罷工延燒受波及 法總統府證實「查理三世訪法行程延後」 , https://udn.com/news/story/6809/7054635?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:08:11 , udn , 民進黨基隆立委初選3人角逐 現任立委蔡適應沒登記 , https://udn.com/news/story/123307/7054640?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:08:21 , udn , 民進黨基隆市立委初選今天登記截止，已連任兩屆的現任立委蔡適應日前宣布不參選連任，今天截止前沒有登記。今天有鄭文婷、張秉鈞... , https://udn.com/news/story/123307/7054640?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:14:38 , udn , 亞運／「柔道男神」楊勇緯拚金！柔道館開箱 , https://udn.com/news/story/7005/7054684?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:14:48 , udn , 中華柔道隊上屆雅加達亞運靠「柔道男神」楊勇緯和「柔道女王」連珍羚帶回2面銅牌，楊勇緯歷經東京奧運銀牌洗禮，現是男子60公... , https://udn.com/news/story/7005/7054684?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:15:09 , udn , 民進黨高雄立委登記截止 8立委爭取再揮「全壘打」 , https://udn.com/news/story/6656/7054686?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:15:19 , udn , 高雄市長陳其邁高喊「相讓、相牽成」，促成民進黨內立委選舉整合成功，民進黨初選登記今天結束。除8位現任立委登記外，沒有其他... , https://udn.com/news/story/6656/7054686?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:15:40 , udn , 不想讓癱兒成為妻子重擔 公婆主動向媳婦提離婚 , https://udn.com/news/story/7335/7054336?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:15:50 , udn , 中國大陸一對夫妻因為不捨媳婦照顧成為植物人的兒子，主動向媳婦提出離婚，讓不少網友看了十分動容。 , https://udn.com/news/story/7335/7054336?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:16:11 , udn , 醫院女廁有「攝狼」 偷拍女子如廁被活逮判3月 , https://udn.com/news/story/7317/7054677?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:16:21 , udn , 39歲王姓男子今年2月3日下午5時49分許，潛入成大醫院1樓女廁內，將手機伸入隔壁廁所內，由下往上偷拍女子如廁畫面，女方... , https://udn.com/news/story/7317/7054677?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:16:42 , udn , 趁店家不注意摸走16萬 竊嫌準備搭火車逃逸被警逮正著 , https://udn.com/news/story/7320/7054676?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:16:52 , udn , 台南46歲林姓男子因缺錢花用，日前特地搭火車到高雄岡山隨機行竊，林男趁某餐廳開店前夕，無人看顧，走進店內，偷走餐桌上放有... , https://udn.com/news/story/7320/7054676?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:17:13 , udn , 國民黨北市立委初選登記截止 3月28日協調決定初選方式 , https://udn.com/news/story/123307/7054653?from=udn-ch1_breaknews-1-0-news
2023-03-24 20:17:23 , udn , 國民黨北市立委第一階段（第3、7、8選區）黨內初選登記今天截止，台北市黨部指出，針對初選方式，將對有2人以上的選區，由參... , https://udn.com/news/story/123307/7054653?from=udn-ch1_breaknews-1-0-news
