2023-02-26 00:26:31 , udn , 殺破狼周運勢／白羊感情有關鍵進展 獅子脫離不友善職場 , https://udn.com/news/story/7268/6985016?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:31:52 , udn , Nokia G22智慧手機搶搭「維修權」風潮  使用者可自行維修 , https://udn.com/news/story/7098/6996785?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:32:02 , udn , 諾基亞（Nokia）即將推出新款Nokia G22智慧手機，搭上「維修權」風潮，讓使用者能自行維修。 , https://udn.com/news/story/7098/6996785?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:32:51 , udn , 好壯觀！68棚布袋戲大拚場 為芬園福德宮土地公祝壽 , https://udn.com/news/story/7325/6996806?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:33:01 , udn , 彰化縣芬園鄉縣庄村福德宮信眾為了酬謝土地公，共捐獻68棚布袋戲，今天下午一字排開公演，「大車拚」，綿延達600公尺，十分... , https://udn.com/news/story/7325/6996806?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:38:50 , udn , T1聯盟／不要這樣！「魔獸」霍華德推人險再釀衝突 , https://udn.com/news/story/7002/6996820?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:39:01 , udn , 桃園永豐雲豹隊上周和台啤英熊隊爆發T1聯盟賽史最嚴重衝突，雲豹共有5名球員遭禁賽，今天碰聯盟龍頭新北中信特攻隊只剩8人應... , https://udn.com/news/story/7002/6996820?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:39:21 , udn , 經典賽／享受中文應援 王柏融「乾脆」揮擊敲二壘打 , https://udn.com/news/story/7001/6996819?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:39:31 , udn , 中華隊昨天與樂天桃猿隊的熱身賽，旅外打者包辦11支安打，進入狀況節奏快一些，在日職打拚的王柏融單場雙安，其中一支右外野深... , https://udn.com/news/story/7001/6996819?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:39:52 , udn , 林明溱批綠以政治獻金支高薪 她秀學歷回擊 , https://udn.com/news/story/6656/6996818?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:40:02 , udn , 國民黨南投立委補選候選人林明溱用政治獻金支薪給兒子每月8萬元屢遭綠營砲轟，他今反擊指，民進黨副秘書長黃建嘉、議員沈夙崢也... , https://udn.com/news/story/6656/6996818?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:40:23 , udn , 碳纖維板、氮氣科技加持！新一季話題跑鞋怎麼挑？ , https://udn.com/news/story/7270/6996815?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:40:33 , udn , 台灣近年在跑步、登山等戶外運動風氣與運動訓練課程影響下，有更多消費者投入馬拉松、三鐵、越野跑等運動項目。而其中慢跑是最多人參與的項目，因此造成各家運動品牌跑鞋呈現百花齊放的現象，無論是加入碳纖板還是獨家的氮氣科技，都是目前在跑者間的熱門關注話題。 , https://udn.com/news/story/7270/6996815?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:40:53 , udn , 一張圖看天氣！明起回暖 這日變天北台灣再變冷 , https://udn.com/news/story/7266/6996814?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:41:04 , udn , 中央氣象局臉書粉專「報天氣 - 中央氣象局」表示，明天清晨仍冷，東半部及大台北山區有零星短暫雨，隨後氣溫逐步回升，周三晚... , https://udn.com/news/story/7266/6996814?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:41:24 , udn , 奈及利亞總統大選「歐必服從者」現象 非洲版馬克宏能給年輕人希望？ , https://udn.com/news/story/6809/6996816?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:41:35 , udn , 奈及利亞25日投票選出新總統，奈國是非洲人口最多的國家，也是最大經濟體，因人口年輕而大有潛力，全國半數人口在18歲以下，但自1999年恢復民主以來，兩大黨推出的候選人只能比爛，投票率屢創新低，但今年不同，第三黨的候選人歐必(Peter Obi)讓年輕人燃起希望並踴躍投票，這位白手起家的富商主打改革，選前一些民調顯示他領先其他候選人，有機會當選，不管最後能否出線，已在奈國創造了「歐必服從者」(Obidients)現象。 , https://udn.com/news/story/6809/6996816?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:41:50 , udn , 屏東消防員為滅雜草野火 不慎遭水箱車壓傷命危 , https://udn.com/news/story/7320/6996823?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:42:00 , udn , 蕭姓消防員於今上午至屏東縣恆春鎮支援公墓雜草野火時，因現場有多處火點，為了挪動車輛撲滅火勢，自行駕駛小型水箱車停放於斜坡... , https://udn.com/news/story/7320/6996823?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:42:20 , udn , 公祭場外20多名西裝男叫囂鬥毆 桃警：掌握身分追查中 , https://udn.com/news/story/7320/6996802?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:42:31 , udn , 桃園市蘆竹區今天發生一起街頭鬥毆事件，前往參加告別式的民眾疑因排隊起口角，甚至拿出刀械大打出手。警方獲報到場雙方已離去，... , https://udn.com/news/story/7320/6996802?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:42:51 , udn , 提高補助架電網防猴申請案少 農民：猴子若參加環保會議定抗議 , https://udn.com/news/story/7326/6996822?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:42:56 , udn , 伊拉克允貿易以人民幣結算 外媒：中東上正遠離美元 , https://udn.com/news/story/6812/6996438?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:43:02 , udn , 雲林林內鄉、古坑鄉及斗六市每年到柳丁、柑橘等產季，頻傳出台灣獼猴危害農作物，為減輕農損，林務局及縣府擴大補助架設電圍網措... , https://udn.com/news/story/7326/6996822?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:43:06 , udn , 「遠離美元，伊拉克允許與中國進行人民幣貿易。」總部設在美國的中東新聞網站Al-Monitor報導，伊拉克央行日前表示，將... , https://udn.com/news/story/6812/6996438?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:43:22 , udn , T1聯盟／對手噴「垃圾話」霍華德推人險再釀衝突 , https://udn.com/news/story/7003/6996820?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:43:26 , udn , 6縣市低溫特報！北部2地「極凍」 入夜清晨恐跌破10度  , https://udn.com/news/story/7266/6996787?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:47:55 , udn , 6縣市低溫特報！北部2地「急凍」 入夜清晨恐跌破10度  , https://udn.com/news/story/7266/6996787?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:49:20 , udn , T1聯盟／打出火氣！對手噴「垃圾話」 霍華德推人險再釀衝突 , https://udn.com/news/story/7003/6996820?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:50:50 , udn , 普亭控北約參與烏克蘭衝突 稱西方計劃讓俄國崩潰 , https://udn.com/news/story/122663/6996812?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:51:01 , udn , 俄羅斯總統普亭指控，北大西洋公約組織（NATO）成員國藉由捐贈武器給烏克蘭來參與烏國衝突，俄國別無選擇，只得把北約的核能... , https://udn.com/news/story/122663/6996812?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:51:21 , udn , 掩埋場失火濃煙密布環保局稱無異常 居民怒：來這裡住 , https://udn.com/news/story/7328/6996829?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:51:22 , udn , 一張圖看天氣！明起回暖出遊好時機 這日變天北台灣再轉冷 , https://udn.com/news/story/7266/6996814?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:51:31 , udn , 台東市垃圾掩埋場今天凌晨起火燃燒，由於風勢強勁，大火濃煙沖天數公里外可見，燃燒的惡臭煙塵，瀰漫至下風處建農里，里民苦不堪... , https://udn.com/news/story/7328/6996829?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:51:52 , udn , 大陸再傳採礦事故 四川巴中礦山5死3重傷 , https://udn.com/news/story/7333/6996828?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:52:02 , udn , 繼前幾日內蒙古一露天煤礦發生重大坍塌事故後，大陸再傳採礦事故。據四川省應級管理廳26日通報，該日上午9時57分許，巴中市... , https://udn.com/news/story/7333/6996828?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:52:22 , udn , 頭睡馬桶旁！陸0室0廳1衛「廁房」惹議 網友試躺：有點反胃 , https://udn.com/news/story/7335/6996455?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:56:51 , udn , 提高補助架電網防猴申請案少 農民：猴子若參加環保會議一定抗議 , https://udn.com/news/story/7326/6996822?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:58:53 , udn , 為滅雜草野火…屏東消防員不慎遭水箱車壓傷命危 , https://udn.com/news/story/7320/6996823?from=udn-ch1_breaknews-1-0-news
2023-02-26 18:59:50 , udn , 自主學習非自習 新北中山國中：最需溝通是老師、家長 , https://udn.com/news/story/7323/6996836?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:00:00 , udn , 108課綱強調學生自主學習能力，新北市發布「促進學生自主學習課堂教學實踐指引」，並由已執行的7校分享實踐心得。中山國中校... , https://udn.com/news/story/7323/6996836?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:11:50 , udn , PLG／「台灣魔獸」李德威雙十  夢想家送攻城獅6連敗 , https://udn.com/news/story/7003/6996839?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:11:53 , udn , 通關效應 香港樓市CCL指數周升逾2% 6年來最大 , https://udn.com/news/story/7333/6996431?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:12:00 , udn , 台灣職籃PLG今天兩地開打，前往新竹踢館的台新夢想家，靠著替補的「台灣魔獸」李德威攻下22分、10籃板，率隊第4節上演逆... , https://udn.com/news/story/7003/6996839?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:12:03 , udn , 樓市持續受通關效應帶動，具體反映1月30日至2月5日、即新春長假後首周市况的中原城市領先指數CCL，最新報163.33點... , https://udn.com/news/story/7333/6996431?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:12:20 , udn , 經典賽／警戒古巴火球男之外 高志綱點出另一面向 , https://udn.com/news/story/10785/6996841?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:12:31 , udn , 經典賽同組的古巴隊今天與富邦悍將隊進行熱身賽，中華隊教練團也到新莊球場關注，飆出157公里火球的後援投手R‧馬丁尼茲（R... , https://udn.com/news/story/10785/6996841?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:17:50 , udn , 影／環保魔人？女子要求全家用這擦屁股 網友看了超崩潰 , https://udn.com/news/story/6810/6994551?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:18:00 , udn , 現代社會越來越多人講求環保，國外一名女子就為了追求環保，盡可能讓家裡使用的一切東西都重複利用，不過這名女子就連上完廁所擦屁股用的衛生紙都要「環保」，選擇用布擦拭，讓網友看了全都暴走。 , https://udn.com/news/story/6810/6994551?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:18:21 , udn , T1聯盟／中止3連勝！霍華德轟36分 不敵特攻謝亞軒10記三分彈 , https://udn.com/news/story/7003/6996847?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:18:31 , udn , 聯盟「龍頭」新北中信特攻今天主場出戰「爐主」桃園永豐雲豹，只有8人應戰的雲豹雖有當家球星「魔獸」霍華德36分領軍，但特攻... , https://udn.com/news/story/7003/6996847?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:20:22 , udn , 大學生求穩爭捧鐵飯碗？官籲別滿腦子「央國政」 , https://udn.com/news/story/7332/6996234?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:20:33 , udn , 全國政協委員倪閩景向兩會提案指出，現在不僅大學生求穩，中學生都求穩，他鼓勵大學生去挑戰科創企業，「不要滿腦子『央國政』（... , https://udn.com/news/story/7332/6996234?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:20:52 , udn , 用冰勺舔吃冰淇淋？ 牛排館不滿韓棒球隊不道歉 急換冰勺 , https://udn.com/news/story/7320/6996849?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:21:02 , udn , 一群來自韓國的高國中棒球隊員日前在台中市一家牛排館用餐，其中1名隊員在自助吧裝盛冰淇淋時，竟直接在冰淇淋台前吃了起來，還... , https://udn.com/news/story/7320/6996849?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:22:23 , udn , 蝸居現象燒到北市外！高房價六都小宅佔比增 交易量冠軍落這縣市 , https://udn.com/news/story/7241/6996845?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:22:34 , udn , 高房價壓力下，蝸居情況不但恐持續延燒，甚至有外溢現象，據最新內政部資料顯示，統計2022年第4季全台15坪以下小宅交易，... , https://udn.com/news/story/7241/6996845?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:29:49 , udn , 盧秀燕2個動作  陳水扁：難怪可以連任並祝福「更上層樓！」 , https://udn.com/news/story/6656/6996856?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:30:00 , udn , 台中公義行動教會今舉辦228追思紀念禮拜，前總統陳水扁與會，建議在場的台中市長盧秀燕，率先全國，針對當年政府不公平對待的... , https://udn.com/news/story/6656/6996856?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:30:20 , udn , 台灣想甩行人地獄惡名 專家拋標線型人行道力抗騎樓萬年難題 , https://udn.com/news/story/7266/6996636?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:30:30 , udn , 台灣被冠上行人地獄稱號，去年統計至11月，有2818人因交通事故死亡，行人占344人，約12％；交通部提出改善人行空間改善策略，清除占用騎樓跟人行道障礙，但台灣騎樓長期被占用，畫設人行道又被抗議，陷入行人寸步難行的窘境。專家認為，畫設「這項設施」，將替難解的行人問題，開一扇機會之窗。

行政院長陳建仁2月20日主持治安會報，針對道安問題，他指出，台灣應該以好的國家為標竿，也要了解高齡者死傷增加的原因。以好的國家為標竿，對象當然是人口是台灣五倍，但去年全年交通事故死亡數2610人，比台灣僅統計至11月還低的日本，及2021年每10萬人交通事故死亡率僅5.26人，遠低於台灣12.67人的南韓。 , https://udn.com/news/story/7266/6996636?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:30:51 , udn , 直接用冰勺舔吃冰淇淋…南韓球隊「不肯道歉」 牛排館喊衰急換新設備 , https://udn.com/news/story/7325/6996849?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:31:01 , udn , 一群來自南韓的高國中棒球隊員日前在台中市一家牛排館用餐，其中1名隊員在自助吧裝盛冰淇淋時，竟直接在冰淇淋台前吃了起來，還... , https://udn.com/news/story/7325/6996849?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:38:39 , udn , 盧秀燕2個動作被讚「難怪可以連任」 陳水扁祝福：更上一層樓 , https://udn.com/news/story/6656/6996856?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:41:41 , udn , 香港名媛分屍案  港媒：頭顱在大湯鍋內尋獲 , https://udn.com/news/story/7331/6996861?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:41:52 , udn , 香港名媛蔡天鳳遭分屍命案有新進展。據港媒《香港01》26日報導，經連日搜尋，香港警方在先前尋獲的，混有「人體組織」的兩大... , https://udn.com/news/story/7331/6996861?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:42:12 , udn , 陳水扁出席228追思禮拜 見盧秀燕2個動作讚「難怪可以連任」 , https://udn.com/news/story/6656/6996856?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:47:49 , udn , 還要再裁員？傳推特再砍50人 馬斯克入主後至少第8輪 , https://udn.com/news/story/6811/6996846?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:48:00 , udn , 科技新聞網站The Information報導，富豪馬斯克（Elon Musk）旗下的推特公司（Twitter Inc）... , https://udn.com/news/story/6811/6996846?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:48:20 , udn , 經典賽／熱身賽中華隊迎戰兄弟 王威晨江坤宇先發 , https://udn.com/news/story/10785/6996850?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:48:30 , udn , 世界棒球經典賽中華代表隊今天熱身賽與中信兄弟交手，內野門票昨天就已經賣光，中華代表隊由投手江少慶先發，打序也有微調，王威... , https://udn.com/news/story/10785/6996850?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:48:51 , udn , 身首異處遭烹煮…蔡天鳳頭顱在「大湯鍋」被尋獲！港媒：還算完整 , https://udn.com/news/story/123406/6996861?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:50:51 , udn , 作戰動員準備擬管制媒體 國防部：必要措施 , https://udn.com/news/story/10930/6996867?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:51:01 , udn , 防部預告「全民防衛動員準備法」草案，內容披露國防部動員準備令下達就管制及優先使用媒體，國防部今（26）天表示，這是考量戰... , https://udn.com/news/story/10930/6996867?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:51:22 , udn , 經典賽／彭政閔對經典賽古巴投手印象深 「怪投多」須注意 , https://udn.com/news/story/10785/6996862?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:51:32 , udn , 世界棒球經典賽古巴隊今天中午打熱身賽，中華隊教練團也很關注，打擊教練彭政閔對馬丁尼茲印象深刻；他並提醒，古巴隊怪投多，很... , https://udn.com/news/story/10785/6996862?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:52:23 , udn , 央行示警全球經濟4風險 通膨仍有升溫可能 , https://udn.com/news/story/7239/6996702?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:52:33 , udn , 全球已經習慣與疫情共處，但2023年經濟還是無法風平浪靜。中央銀行報告指出，今年全球經濟成長續緩，前景面臨4大下行風險，... , https://udn.com/news/story/7239/6996702?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:53:54 , udn , 馬斯克即將發表最新「宏偉計畫」 最期待看點是這個 , https://udn.com/news/story/6811/6996860?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:54:05 , udn , 特斯拉執行長馬斯克將在3月1日投資人日發表最新第三階段的「宏偉計畫」（Master Plan 3），雖然市場對此計畫有諸... , https://udn.com/news/story/6811/6996860?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:56:49 , udn , 瓦格納稱占領烏東亞希德涅 烏克蘭：俄軍攻勢受挫 , https://udn.com/news/story/122663/6996838?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:57:00 , udn , 俄羅斯傭兵組織瓦格納集團聲稱已占領烏克蘭東部激烈戰鬥焦點巴赫姆特附近的村莊亞希德涅之後，烏克蘭軍方今天說，俄羅斯過去一天... , https://udn.com/news/story/122663/6996838?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:57:20 , udn , 男子「手部發紫」擔心快死了 急診醫查明原因笑翻 , https://udn.com/news/story/6810/6994557?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:57:31 , udn , 國外一名男子某天突然發現自己雙手發紫，擔心自己是什麼嚴重疾病趕緊到急診室就醫，想不到醫師也檢查不出原因，最後才發現原來手發紫的原因超爆笑。 , https://udn.com/news/story/6810/6994557?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:57:51 , udn , 石門水庫今天連假遊客不多 進出車輛停車順暢 , https://udn.com/news/story/7324/6996870?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:58:01 , udn , 經濟部水利署北區水資源局為解決石門水庫大年初一車輛塞車回堵現象，228連假試行園區達900輛車時，採「只出不進」管制，北... , https://udn.com/news/story/7324/6996870?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:58:22 , udn , 明天國道更壅塞 高公局估交通量為平日年平均1.3倍 , https://udn.com/news/story/7266/6996868?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:58:32 , udn , 今天為228連假第2天，截至今晚間6時止，國道交通量為88.3百萬車公里，預估今日交通量為113百萬車公里，仍在預期範圍... , https://udn.com/news/story/7266/6996868?from=udn-ch1_breaknews-1-0-news
2023-02-26 19:59:50 , udn , 影／賴清德拚立委補選 與陳建仁同台輔選蔡培慧 , https://udn.com/news/story/6656/6996880?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:00:01 , udn , 南投立委補選是賴清德上任黨主席後的「首戰」，選前黃金周賴清德昨天起就進駐南投，今天陪著蔡培慧連跑3間宮廟參香祈福，傍晚出... , https://udn.com/news/story/6656/6996880?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:02:50 , udn , 獨／「台中牛排館」回來了！吃到飽1人799元、地點曝光 , https://udn.com/news/story/7266/6996888?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:03:01 , udn , 台中人久等了！陪伴中部鄉親已經超過30年的「台中牛排館」在2020年結束營業後，近日傳出回歸市場的好消息。根據業者透漏，... , https://udn.com/news/story/7266/6996888?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:03:21 , udn , 高雄海軍陸戰隊志願役稱缺錢花用 上網賣槍遭逮 , https://udn.com/news/story/7315/6996886?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:03:31 , udn , 高雄海軍陸戰隊九九旅志願役的21歲徐姓男子涉販售槍枝，屏東縣枋寮警分局偵查隊調查，查扣改造手槍、多枚子彈等，警詢後依槍砲... , https://udn.com/news/story/7315/6996886?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:03:52 , udn , FOCASA馬戲節超熱鬧  黃偉哲擔任一日「馬戲村長」 , https://udn.com/news/story/7326/6996883?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:04:02 , udn , 首屆FOCASA馬戲藝術節已在台南水交社文化園區登場，來自8國的30組馬戲團隊接力演出，吸引眾多民眾、親子前來觀賞。市長... , https://udn.com/news/story/7326/6996883?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:04:23 , udn , 圖輯／T1謝亞軒10記三分球平紀錄 魔獸轟36分仍不敵特攻 , https://udn.com/news/story/7003/6996879?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:04:33 , udn , 新北中信特攻今天主場出戰桃園永豐雲豹，雲豹「魔獸」霍華德雖然攻下全場最高的36分，但特攻射手謝亞軒轟進平聯盟紀錄的10記... , https://udn.com/news/story/7003/6996879?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:05:24 , udn , 禽流感人傳人？柬埔寨童染病亡、父親陽性 世衛急疫調 , https://udn.com/news/story/6812/6996230?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:05:34 , udn , 柬埔寨一名11歲女童日前感染H5N1禽流感死亡，她的父親隨後也被驗出陽性。世界衛生組織（WHO）全球傳染病危害預防部門負... , https://udn.com/news/story/6812/6996230?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:05:49 , udn , T1聯盟／和特攻洋將險釀衝突 「魔獸」霍華德：比賽一部分 , https://udn.com/news/story/7002/6996892?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:06:00 , udn , 桃園永豐雲豹上周和台啤英熊爆發T1聯盟史上最大衝突，今天衝突後首戰面對新北中信特攻，場面又一度緊張，不過第三節動手推人的... , https://udn.com/news/story/7002/6996892?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:06:20 , udn , 獨／新址曝光！「台中牛排館」回來了 吃到飽1人799元 , https://udn.com/news/story/7270/6996888?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:10:10 , udn , FOCASA馬戲節超熱鬧 黃偉哲擔任一日「馬戲村長」 , https://udn.com/news/story/7326/6996883?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:11:40 , udn , 整排沙灘車違規騎上道路 宜蘭警方一口氣開出16張罰單 , https://udn.com/news/story/7320/6996893?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:11:50 , udn , 宜蘭縣南澳鄉今天中午出現一整排沙灘車違規行駛道路，釀成危險，被警方在路上逮個正著，依違反道路交通管理處罰條例，一口氣開出... , https://udn.com/news/story/7320/6996893?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:12:41 , udn , 新址曝光！「台中牛排館」回來了 吃到飽1人799元 , https://udn.com/news/story/7270/6996888?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:17:50 , udn , PLG／曾祥鈞手指脫臼 領航猿斷勇士8連勝 , https://udn.com/news/story/7001/6996900?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:17:54 , udn , 國防部預告「全民防衛動員準備法」草案，內容披露國防部動員準備令下達就管制及優先使用媒體，國防部今（26）天表示，這是考量戰... , https://udn.com/news/story/10930/6996867?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:18:00 , udn , PLG衛冕軍台北富邦勇士今天到桃園挑戰9連勝，但「賠了夫人又折兵」，禁區本土大將曾祥鈞上半場成傷兵，最終讀秒階段再遭領航... , https://udn.com/news/story/7001/6996900?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:21:21 , udn , 整排沙灘車違規騎上道路、停橋上拍照 宜蘭警方一口氣開出16張罰單 , https://udn.com/news/story/7320/6996893?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:21:23 , udn , 影／任黨主席後首戰！賴清德進駐南投輔選蔡培慧 與陳建仁同台造勢 , https://udn.com/news/story/6656/6996880?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:22:52 , udn , 因缺錢花用…陸戰隊志願役「變賣改造手槍」 警佯裝購買面交遭逮 , https://udn.com/news/story/7315/6996886?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:23:40 , udn , 經典賽／鄭宗哲兩大轉變 林威助看到了 , https://udn.com/news/story/7001/6996907?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:23:50 , udn , 經典賽中華隊昨天在自辦熱身賽以7：1擊敗樂天桃猿隊，今天換中信兄弟隊接棒挑戰，總教練林威助昨晚觀看賽事，對旅外打者能力印... , https://udn.com/news/story/7001/6996907?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:29:52 , udn , 會說英法文的鸚鵡飛離家 老外主人懸賞5000元尋愛鳥 , https://udn.com/news/story/7320/6996911?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:30:02 , udn , 來台10年的法籍男子Nassim，4年前養了一隻折衷鸚鵡，取名「Cosmos」，平常以英文和法文和愛鳥溝通；23日晚上，... , https://udn.com/news/story/7320/6996911?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:35:51 , udn , 經典賽／王柏融「乾脆揮棒」差點開轟 懷念球迷熱情加油 , https://udn.com/news/story/10785/6996906?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:36:01 , udn , 旅日好手王柏融昨天經典賽自辦熱身賽敲2安，5局敲出深遠二壘打，王柏融自評是「非常乾脆的揮棒」，介紹王柏融出場時球迷加油聲... , https://udn.com/news/story/10785/6996906?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:36:21 , udn , T1聯盟／讓林韋翰少賺助攻 謝亞軒自責不夠穩定「回去再練」 , https://udn.com/news/story/7003/6996920?from=udn-ch1_breaknews-1-0-news
2023-02-26 20:36:32 , udn , 新北中信特攻射手謝亞軒今天外線大爆發，三分球22投10中攻下34分，三分球進球數追平聯盟單場進球紀錄，得分也寫個人新高的... , https://udn.com/news/story/7003/6996920?from=udn-ch1_breaknews-1-0-news
2023-02-26 21:14:40 , udn , 聯昇發翻覆船體找到了 16名失蹤船員協尋中 , https://udn.com/news/story/7266/6996979?from=udn-ch1_breaknews-1-0-news
2023-02-26 21:14:50 , udn , 漁業署表示，在印度洋公海失聯的「聯昇發」漁船（CT4-2896），今天接獲模里西斯當局證實，於模國海域尋獲其翻覆船體，但... , https://udn.com/news/story/7266/6996979?from=udn-ch1_breaknews-1-0-news
2023-02-26 21:15:11 , udn , 影／台中清水公墓大火 龍井火燒山波及國道交通 , https://udn.com/news/story/7320/6996981?from=udn-ch1_breaknews-1-0-news
2023-02-26 21:15:21 , udn , 台中市今天東北季風強，清水區公墓火警火勢猛烈，消防隊員到晚上才撲滅火勢；龍井區也有火燒山，險波及國道三號交通，消防隊員站... , https://udn.com/news/story/7320/6996981?from=udn-ch1_breaknews-1-0-news
