2023-03-09 00:14:53 , udn , 北大台研院長李義虎：今年兩岸民間交流回暖可期 , https://udn.com/news/story/7333/7018798?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:19:25 , udn , 周冬雨「小粉紅」上身曬新表  美背放閃秀Y2K風穿搭 , https://udn.com/news/story/7270/7020739?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:19:30 , udn , 大局條款揭高雄立委初選內戰 綠營議員：被汙化感到不解 , https://udn.com/news/story/6656/7020673?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:19:36 , udn , 每天使用社群軟體時，常讓人思考：今天該用哪一套濾鏡或哪一組貼圖？其實只要在細節的色彩變化，便能讓印象瞬間轉換，一如濾鏡帶... , https://udn.com/news/story/7270/7020739?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:19:56 , udn , 經典賽／讓鄭宗哲「詐裂」 大聯盟官網讚巴拿馬超神守備 , https://udn.com/news/story/10785/7020649?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:20:07 , udn , 世界棒球經典賽開打，中華隊日前以5：12不敵巴拿馬，其中5局下鄭宗哲敲出右外野超深遠飛球，沒想到被右外野手卡斯提歐（Luis Castillo）美技沒收，這球也登上大聯盟官網，並被譽為「本屆最佳好球」 , https://udn.com/news/story/10785/7020649?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:20:27 , udn , 經典賽／姜白虎重要二壘打變成悲劇 南韓教頭說話了 , https://udn.com/news/story/10785/7020734?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:20:37 , udn , 南韓隊今天在世界棒球經典賽B組首戰7：8不敵澳洲隊，爭取8強門票出現重大危機，23歲好手姜白虎7局下揮出二壘打，卻因慶祝... , https://udn.com/news/story/10785/7020734?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:20:54 , udn , 邪教是如何煉成的？金獎編劇分享她的田野調查 , https://udn.com/news/story/7315/7020748?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:20:58 , udn , 輕症確診免隔離防疫險賠不賠？ 金管會：需要時間討論 , https://udn.com/news/story/7238/7020731?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:21:04 , udn , 編按：近日Netflix紀錄片《以神之名：信仰的背叛》播出韓國攝理教教主鄭明析長期性侵女教徒因而被判刑入獄的事件，使得「邪教」議題再度引起討論。「邪教」議題台灣社會也不陌生... , https://udn.com/news/story/7315/7020748?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:21:25 , udn , 經典賽／達比修絕不好惹 南韓教頭希望金廣鉉提早定調 , https://udn.com/news/story/7001/7020750?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:21:29 , udn , 法國經濟展望好轉 漲價的企業變少 , https://udn.com/news/story/6811/7020732?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:21:35 , udn , 南韓隊在世界棒球經典賽B組首戰踢到鐵板，以7：8不敵澳洲隊，全隊陷入低氣壓，總教練李强喆今天賽後向球員喊話，要所有人趕快... , https://udn.com/news/story/7001/7020750?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:21:39 , udn , 今年之初，法國經濟表現勝過先前預期。該國央行訪調顯示，主要是經濟持續成長、物價上行壓力出現趨緩跡象。 , https://udn.com/news/story/6811/7020732?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:23:27 , udn , 周冬雨「小粉紅」上身曬新表 美背放閃秀Y2K風穿搭 , https://udn.com/news/story/7270/7020739?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:23:53 , udn , 足球／亞足聯A級教練講師望月聰授課 我國教練獲益良多 , https://udn.com/news/story/7002/7020755?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:24:04 , udn , 暌違9年亞足聯A級教練講習第一階段於2月23日至3月9日辦理完成，24位國內教練齊聚南台灣進行扎實的訓練課程，本次教練講... , https://udn.com/news/story/7002/7020755?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:24:24 , udn , 「椰樹」推肌肉猛男直播帶貨 近10萬人觀看銷售額卻不到4500元 , https://udn.com/news/story/7332/7020752?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:24:35 , udn , 大陸椰樹集團直播間風格大變！直播帶貨的主播由先前清一色的豐滿女性，換成了一群肌肉猛男，一度吸引近10萬人觀看，但銷售額卻... , https://udn.com/news/story/7332/7020752?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:24:55 , udn , 蔡總統擬赴加州會麥卡錫 美專家：中國反應可能更溫和 , https://udn.com/news/story/6656/7020703?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:25:05 , udn , 美國智庫「外交關係協會」研究員塞克斯撰文表示，台灣總統蔡英文4月將在加州會見眾院議長麥卡錫，而非台北，中國這次反應可能會... , https://udn.com/news/story/6656/7020703?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:25:56 , udn , 兩岸恢復航點「10+13」 南寧台商：盼下波名單列入南寧 , https://udn.com/news/story/6656/7020749?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:26:07 , udn , 陸委會9日宣布，「恢復兩岸空運客運航點之規劃」，採「10+13」方案，首批10個定期航班航點於10日開放，另外13個包機... , https://udn.com/news/story/6656/7020749?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:26:29 , udn , 棒球經典賽吸眼球！愛爾達MOD收視狂飆 超越世足 , https://udn.com/news/story/7241/7020724?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:26:40 , udn , 2023 WBC世界棒球經典賽正式開打，全台立刻颳起收視旋風，MOD愛爾達負責完整47場轉播，首日收視即開出紅盤表現。根... , https://udn.com/news/story/7241/7020724?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:26:53 , udn , 奧斯卡「俗濫」嗎？當代好萊塢的挑戰：類型通吃、擴張東亞 , https://udn.com/news/story/6812/7020768?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:27:04 , udn , 2023年的美國電影學院奧斯卡獎即將開獎，壓軸的「最佳影片」（Best Picture）今年獎落誰家照例成為影迷熱話。作為好萊塢電影圈的盛事，入圍者有知名度高的商業大片《捍衛戰士：獨行俠》（Top Gun: Maverick）和《阿凡達2：水之道》（Avatar: The Way of Water），大體符合一般人以為的美式電影特色：維護愛與正義的英雄挺身反抗邪惡最終得勝、聲光轟炸感官之餘偶有耳目休息之合理節奏、劇情直線鋪陳的因果明確易懂、主要鏡頭安排一目瞭然的視覺焦點、剪接明快流暢乍看目不睱給卻讓觀者毫無懸念。 , https://udn.com/news/story/6812/7020768?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:27:24 , udn , 機師通報發動機有「起火跡象」 尼泊爾客機急迫降 , https://udn.com/news/story/6812/7020725?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:27:34 , udn , 尼泊爾官員今天表示，什里航空一架Dash 8雙渦輪螺旋槳客機發動機出現「起火跡象」，安全緊急迫降。尼泊爾1月發生一架AT... , https://udn.com/news/story/6812/7020725?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:27:55 , udn , 影／22歲正妹愛上65歲大叔卻被逼分床睡 網虧：飯店以為是父女 , https://udn.com/news/story/6810/7020709?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:27:58 , udn , 北京抗議蔡總統過境美國 呂秀蓮：中國當局陷入很大矛盾 , https://udn.com/news/story/6656/7020742?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:28:05 , udn , 國外一名22歲女子愛上65歲男子，兩人墜入愛河結為夫妻，也時常到各地旅行，不過旅行時卻遭到其他人的「特別待遇」。 , https://udn.com/news/story/6810/7020709?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:29:29 , udn , 中華信評：亞泥買遠傳股票 恐削弱資本結構 , https://udn.com/news/story/7251/7020737?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:29:40 , udn , 中華信評今（9）日表示，亞洲水泥（1102）增持遠傳電信（4904）股票的舉措，可能使其借款槓桿略為升高，並略為削弱其整... , https://udn.com/news/story/7251/7020737?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:32:54 , udn , 大陸文旅部：正面看待台灣增開航點 「赴台遊」規劃中 , https://udn.com/news/story/7333/7020794?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:33:04 , udn , 陸委會9日公布增開大陸10個直航點、13個包機點，對此大陸文旅部官員表示「正面看待」，並稱「雖差強人意」，但希望造福更多... , https://udn.com/news/story/7333/7020794?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:35:53 , udn , 為達德公司開方便大門？ 雲縣府：修法未過 , https://udn.com/news/story/7321/7020811?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:36:03 , udn , 雲林縣議會今天爆發多名議員集體收賄案，更傳能源公司為順利取得建照、使照涉及行賄上千萬元，藉議員監督、質詢之權力要求縣府修... , https://udn.com/news/story/7321/7020811?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:36:24 , udn , 質疑濫捕浪犬 動保團體與新北動保處達成3共識 , https://udn.com/news/story/7323/7020802?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:36:34 , udn , 新北市三重區二重疏洪道2月底發生一起流浪犬攻擊事件，導致婦人身體多處傷口。2隻流浪犬遭動保處帶回，但動保團體認為這兩隻並... , https://udn.com/news/story/7323/7020802?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:36:55 , udn , 雲林綠能開發扯出貪汙案  縣府、達德聲明：尊重司法 , https://udn.com/news/story/7321/7020807?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:37:05 , udn , 雲林縣議會爆發議長和議員收賄案，對於雲林縣府被控應議員要求修訂雲林光電地方自治條例，為廠商大開方便之門。雲林縣府和達德公... , https://udn.com/news/story/7321/7020807?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:37:26 , udn , 男子紅燈違規左轉 安平警線上巡邏查獲通緝犯 , https://udn.com/news/story/7320/7020797?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:37:36 , udn , 43歲黃姓水電男工人，今天下午2點30分騎機車行經台南市安平區國平路違規闖紅燈左轉，巡邏員警攔查開單，比對他身分資料時，... , https://udn.com/news/story/7320/7020797?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:38:55 , udn , 經典賽／中華隊首戰崩盤 對義大利「第2任投手更重要」 , https://udn.com/news/story/10785/7020590?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:39:06 , udn , 世界棒球經典賽台灣隊昨天與巴拿馬交手，投手群失分過多種下敗因，台灣隊投手教練許銘傑表示「沒有怪任何人，某些地方我做的不夠... , https://udn.com/news/story/10785/7020590?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:40:27 , udn , 朱立倫稱自己是總教練不會上場 侯友宜這樣說 , https://udn.com/news/story/123307/7020805?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:40:37 , udn , 國民黨主席朱立倫稱自己是總教練，不會上場打擊。被問及是否會代替朱立倫上場，新北市長侯友宜表示，他是新北市的市長，新北市長... , https://udn.com/news/story/123307/7020805?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:42:24 , udn , 亞裔長很像？佛州男到沃爾瑪誤被捕入獄 求償1000萬 , https://udn.com/news/story/6810/7019722?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:42:34 , udn , 休士頓越南裔男子阮東尼(Tony Nguyen)及其律師已對佛州沃爾瑪(Walmart)、報案的沃爾瑪員工及荷南多郡(H... , https://udn.com/news/story/6810/7019722?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:43:56 , udn , 雲林綠能開發扯出貪汙案 縣府、達德聲明：尊重司法 , https://udn.com/news/story/7321/7020807?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:44:53 , udn , 經典賽／中華隊跨屆7連敗WBC賽史上最多 網看衰：10連敗預備 , https://udn.com/news/story/10785/7020795?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:45:04 , udn , 中華隊日前以5：12慘敗巴拿馬，被形容為「洲際慘案」，PTT上的網友也扒出自2013年贏荷蘭後，就再也沒有贏過去，目前跨三屆已經七連敗，成為經典賽史上最多連敗。

中華隊自2013年以8：3贏荷蘭 , https://udn.com/news/story/10785/7020795?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:45:55 , udn , 亞裔長很像？男到沃爾瑪誤被捕入獄 求償1000萬美元 , https://udn.com/news/story/6810/7019722?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:47:44 , udn , 日本兒少色情影片犯罪 超過40%犯案者為青少年 , https://udn.com/news/story/6809/7020829?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:47:54 , udn , 日本警察廳9日指出，2022年兒少色情影片相關犯罪案件，2053名加害人當中，共905人年齡介於14至19歲之間，青少年... , https://udn.com/news/story/6809/7020829?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:48:14 , udn , 經典賽／不輕忽中華隊 義大利教頭點出三強項 , https://udn.com/news/story/6999/7020828?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:48:25 , udn , 中華隊昨天以5：12慘敗給巴拿馬隊，明晚7點要對上義大利隊，義國總教練皮亞薩（Mike Piazza）表示，不會因為一場... , https://udn.com/news/story/6999/7020828?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:48:45 , udn , 「沒有空白支票，明白嗎？」麥卡錫拒絕澤倫斯基邀訪烏克蘭 , https://udn.com/news/story/6811/7020826?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:48:56 , udn , 美國眾議院議長麥卡錫對批准援助烏克蘭有所遲疑，烏克蘭總統澤倫斯基日前接受CNN主持人布里澤獨家專訪時，就提出邀請他訪問陷... , https://udn.com/news/story/6811/7020826?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:51:45 , udn , 麥卡錫拒絕澤倫斯基邀訪烏克蘭 「沒有空白支票，明白嗎？」 , https://udn.com/news/story/122663/7020826?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:53:45 , udn , 黑幫高調辦春酒 侯友宜：強力取締不手軟 , https://udn.com/news/story/7320/7020852?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:53:56 , udn , 黑幫高調舉辦「春酒」引發議論，中央定調要擴大臨檢，新北市長侯友宜表示，新北市最重要，先把預防的治安環境做好，減少犯罪的溫... , https://udn.com/news/story/7320/7020852?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:54:16 , udn , 芥菜種會成立「芥助網培育成長班」  陪弱勢兒少探索興趣 , https://udn.com/news/story/7266/7020847?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:54:27 , udn , 基督教芥菜種會今年以傳承培力的助人理念，在全台陸續成立「芥助網培育成長班」，幫助弱勢兒少透過遊戲學習數學、英文與科學積木... , https://udn.com/news/story/7266/7020847?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:54:47 , udn , 小三通確定清明節前開放中轉 陳福海聞訊這樣說 , https://udn.com/news/story/6656/7020849?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:54:57 , udn , 陸委會在今天下午宣布「恢復兩岸空運客運航點之規劃」，針對外界關心的小三通全面開放，也表示政策已確定於清明節前開放「小三通... , https://udn.com/news/story/6656/7020849?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:55:18 , udn , 蘭陽大橋25億元改建案「卡關」一旁舊橋歷史建築必須拆 , https://udn.com/news/story/7328/7020845?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:55:28 , udn , 台9線蘭陽大橋曾因颱風溪水暴漲，有過3次封橋紀錄，由於橋梁底部高度不足，公路總局計畫以25億元進行改建，但牽涉到一旁的舊... , https://udn.com/news/story/7328/7020845?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:55:49 , udn , 綠能利益帶來政治惡鬥和分贓 消除綠能蟑螂是重要課題 , https://udn.com/news/story/7326/7020843?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:55:59 , udn , 達德能源公司從109年分海、陸同步施工，預計在雲林沿海完成百餘座機組，開工之初遭受抗爭，工程做做停停，幾經溝通協調風電好... , https://udn.com/news/story/7326/7020843?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:56:20 , udn , 激增！日本兒少色情影片犯罪 超過40%犯案者為青少年 , https://udn.com/news/story/6809/7020829?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:56:54 , udn , 台積電神話破滅 高雄房市竟「沒厝可賣」？ , https://udn.com/news/story/7241/7020870?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:57:04 , udn , 高雄房市「台積神話」破滅了嗎？如果到處問建商，得到的答案幾乎一面倒的「給了肯定的回答」。大家都說，現在台積神話確實破滅了，高雄房地產市場要開始度小月了。 , https://udn.com/news/story/7241/7020870?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:57:25 , udn , 通緝犯槍上膛衝撞一警受傷 高警局長親自問訊嫌犯 , https://udn.com/news/story/7315/7020860?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:57:35 , udn , 身背槍砲等三條通緝身分的陳姓男子，今天上午拒檢衝撞警車，撞到牙醫診所樑柱停下，男警負傷將陳壓制逮捕，警方在他車上抄獲一把... , https://udn.com/news/story/7315/7020860?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:57:56 , udn , 陳其邁訪日本熊本城及半導體設備商 爭取多元合作交流 , https://udn.com/news/story/7327/7020853?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:58:06 , udn , 高雄市長陳其邁與議長康裕成率府會及企業團赴日，繼8日拜會姊妹市熊本縣知事蒲島郁夫及熊本市長大西一史後，9日參訪日本三大名... , https://udn.com/news/story/7327/7020853?from=udn-ch1_breaknews-1-0-news
2023-03-09 18:59:53 , udn , 三星鄉圳路架太陽能板惹議 農水署宜管處擬再開說明會 , https://udn.com/news/story/7328/7020874?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:00:04 , udn , 宜蘭三星楓林一路月眉圳圳路上架起一排太陽能板支架，居民多不樂見，疑惑三星全年有雨，架設太陽能板效益何在，是否對農作物和水... , https://udn.com/news/story/7328/7020874?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:00:24 , udn , 營建股給力 沒在怕平均地權條例、建商喊假的？ , https://udn.com/news/story/7251/7020872?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:00:34 , udn , 今年1月10日三讀通過包括禁止預售屋轉售在內之《平均地權條例》修法草案；妙的是，僅花約一個月時間通過打炒房政策，並未重擊營建類股，類股指數反而愈挫愈勇，至2月9日更創波段新高，利空不跌的營建類股，到底買盤信心從何而來？投資人能進場布局嗎？ , https://udn.com/news/story/7251/7020872?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:00:55 , udn , 黨產會認定中投、欣裕台為附隨組織 國民黨敗訴確定 , https://udn.com/news/story/7321/7020834?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:01:05 , udn , 黨產會於民國105年間，認定中投、欣裕台為國民黨附隨組織，國民黨等不服興訟。一審認定，國民黨有實質控制中投、欣裕台，判國... , https://udn.com/news/story/7321/7020834?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:02:54 , udn , 瀋陽中老年人公園直播跳舞 在地上打滾遭指「群魔亂舞」引圍觀 , https://udn.com/news/story/7335/7020850?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:03:04 , udn , 近日，遼寧瀋陽一公園內出現「群魔亂舞」的場面，不少中老年人跳舞時作出「在地上打滾」、「捐褲襠」等行為，被指不雅後遭到整治。 , https://udn.com/news/story/7335/7020850?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:03:25 , udn , 去年充電椿營收僅2億 起而行為何能讓和泰、仰德兩大集團爭相投資？ , https://udn.com/news/story/7241/7020881?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:03:35 , udn , 吸引仰德集團與和泰兩大集團投資的主要技術團隊起而行綠能公司董事長簡金品，從開發汽機車充電系統到專業充電服務暨營運軟體公司，他的背景與資歷受到各方矚目。事實上，簡金品從工研院的科專開始到創業，創業不到十年就展現成果，在電動車產業發展的同時，企業也快速成長。 , https://udn.com/news/story/7241/7020881?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:03:56 , udn , 冷氣團12日晚間南下 高溫驟降近10度 , https://udn.com/news/story/7266/7020833?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:04:06 , udn , 中央氣象局今天表示，大陸冷氣團或強烈大陸冷氣團預計12日晚間南下，影響到14日清晨，預估期間中部以北清晨攝氏12度到13... , https://udn.com/news/story/7266/7020833?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:04:26 , udn , 女力當道 財政部參事謝鈴媛升任常務次長 , https://udn.com/news/story/7243/7020882?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:04:37 , udn , 懸缺已久的財政部常務次長人事案今天拍板定案，據悉，財政部參事謝鈴媛將出任財政部常務次長。 , https://udn.com/news/story/7243/7020882?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:04:57 , udn , 「雞肉豪」市場賣肉又賣毒  竹警安居緝毒行動逮人 , https://udn.com/news/story/7320/7020876?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:05:08 , udn , 綽號「雞肉豪」的馮姓男子平日在新竹市一處果菜市場旁經營肉品店，卻掌握大市場每日人來人往特性悄悄販毒，為掩人耳目，毒蟲們還... , https://udn.com/news/story/7320/7020876?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:05:28 , udn , 房市景氣下滑風險升 都更危老熱潮為何未見衰退？ , https://udn.com/news/story/7241/7020875?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:05:38 , udn , 國內房市景氣下滑風險升高，為何都更危老熱潮仍未見衰退？身為國內自辦都更案龍頭的中國建築經理公司多案齊發，五大案的基地面積超過千坪以上，其中，又以占地2,290坪的新板特區都更案最受矚目。據業界估計，未來總銷規模可望突破200億元。 , https://udn.com/news/story/7241/7020875?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:05:54 , udn , 視察林口世大運選手村社宅 陳建仁：社宅8年25萬戶明年可完成 , https://udn.com/news/story/6656/7020897?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:06:04 , udn , 行政院長陳建仁、新北市長侯友宜今天到新北林口世大運選手村社宅視察，陳建仁指出，居住正義是總統蔡英文很重要的政策，8年25... , https://udn.com/news/story/6656/7020897?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:06:25 , udn , 不服黨產會認定中投欣裕台為國民黨附隨組織 行政訴訟敗訴確定 , https://udn.com/news/story/7321/7020896?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:06:35 , udn , 不當黨產處理委員會2016年間根據黨產條例，在聽證會後認定中央投資公司、欣裕台公司為中國國民黨附隨組織，國民黨、中投與欣... , https://udn.com/news/story/7321/7020896?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:06:56 , udn , 習近平為何亦喜亦憂？寧德時代恐成下一個華為 , https://udn.com/news/story/7333/7020868?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:07:06 , udn , 寧德時代董事長曾毓群6日當面向中共總書記習近平報告，指寧德生產動力電池市占率37%，連續6年全球第一。不過習近平卻表達「... , https://udn.com/news/story/7333/7020868?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:08:00 , udn , 美國餐飲業搶開新據點卻找不到員工 經濟學家：沒人想要這工作了 , https://udn.com/news/story/6811/7019864?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:08:11 , udn , 新冠疫情趨緩，美國人重返餐館享用美食。連鎖店搶開新據點來滿足需求，想藉此機會重新崛起，但卻面臨一個嚴重問題，那就是找不到... , https://udn.com/news/story/6811/7019864?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:08:31 , udn , 槍上膛！通緝犯開車衝撞害警受傷 高警局長親自問訊 , https://udn.com/news/story/7315/7020860?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:08:55 , udn , 經典賽／不甩用球數限制 網：王建民6局0失分根本是神 , https://udn.com/news/story/10785/7020519?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:09:05 , udn , 2023世界棒球經典賽開打，昨日中華隊5：12不敵巴拿馬，先發投手胡智為3局掉3分，用球63顆，根據經典賽投手用球規定，預賽單場上限65顆。PTT上有網友回憶2013年時，王建民當年也是在這個規定下， , https://udn.com/news/story/10785/7020519?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:09:26 , udn , 輕症確診免通報防疫險恐無法理賠  關鍵在這一點 , https://udn.com/news/story/7239/7020900?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:09:36 , udn , 政院與疫情指揮中心今拍板，自3月20日起，新冠肺炎輕症將免通報、免隔離。民眾最關心的是防疫險還能否理賠？金管會保險局官員... , https://udn.com/news/story/7239/7020900?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:10:27 , udn , 不服黨產會認定中投、欣裕台為附隨組織 國民黨敗訴確定 , https://udn.com/news/story/7321/7020896?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:11:03 , udn , 蘭陽大橋25億元改建案「卡關」 一旁舊橋歷史建築必須拆 , https://udn.com/news/story/7328/7020845?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:11:28 , udn , 拜登今提預算案！聯邦雇員加薪5.2% 逾40年最大漲幅 , https://udn.com/news/story/6813/7019973?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:11:38 , udn , 拜登總統在9日即將公布的新年度預算中提議，替200萬名聯邦雇員加薪5.2%，這是自卡特政府1980年以來最大幅度的聯邦雇... , https://udn.com/news/story/6813/7019973?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:11:44 , udn , 麥卡錫將會蔡總統 陸委會：嚴正抗議中共不尊重發言 , https://udn.com/news/story/6656/7020906?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:11:55 , udn , 美國眾議院議長麥卡錫證實計劃在加州會見總統蔡英文，且不排除日後訪台，大陸外交部昨回應強調嚴重關切，並已向美方提出嚴正交涉... , https://udn.com/news/story/6656/7020906?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:14:31 , udn , 芥菜種會成立「芥助網培育成長班」 陪弱勢兒少探索興趣 , https://udn.com/news/story/7266/7020847?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:14:53 , udn , 拜登新預算案要削減3兆美元赤字 對身家破億家庭加徵稅 , https://udn.com/news/story/6813/7019974?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:15:04 , udn , 拜登總統將在9日公布的新預算藍圖中，提出未來十年內將聯邦預算赤字削減3兆美元的政策，預計將大幅依賴一系列對企業和富人的增稅... , https://udn.com/news/story/6813/7019974?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:17:53 , udn , 最新民調：拜登支持度升至42% 創去年6月以來最高 , https://udn.com/news/story/6813/7019976?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:18:04 , udn , 路透／艾普索斯(Reuters/Ipsos)最新聯合民調顯示，拜通膨漸緩與就業強勁之賜，拜登總統的支持度升至42%，達到... , https://udn.com/news/story/6813/7019976?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:18:24 , udn , 經典賽／南韓「背水一盜」失敗 日網友：充分明白鳥谷的偉大 , https://udn.com/news/story/10785/7020844?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:18:35 , udn , 世界棒球經典賽B組預賽開打，首場南韓隊以7：8不敵澳洲，其中九局下韓國隊發動盜壘，遭到「再見阻殺」結束比賽，這一盜也讓日本球迷想起2013年對中華隊的「背水一盜」。

九局下南韓艾德曼（Tommy , https://udn.com/news/story/10785/7020844?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:20:26 , udn , 輕症確診免通報防疫險恐無法理賠 關鍵在這一點 , https://udn.com/news/story/7238/7020900?from=udn-ch1_breaknews-1-0-news
2023-03-09 19:20:54 , udn , PLG／卡拉曼奪單周MVP 夢想家加碼送球迷吃雞排 , https://udn.com/news/story/7003/7020919?from=udn-ch1_breaknews-1-0-news
