2023-03-22 00:05:37 , udn , 「海水煉金」5年前台中沒成 今年將在大陸成真？ , https://udn.com/news/story/7331/7047525?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:02:48 , udn , 政府官員表示，巴基斯坦和阿富汗今晚發生規模6.5地震，造成至少13人死亡，90多人受傷... , https://udn.com/news/story/6809/7049079?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:02:53 , udn , 大陸外交部發言人汪文斌22日表示，注意到美國國家安全委員會發言人柯比（John Kirby）近期指稱中方在烏克蘭問題上立... , https://udn.com/news/story/7331/7049146?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:09 , udn , 再次挑釁！南韓軍方：北韓向東海發射多枚巡弋飛彈 , https://udn.com/news/story/6809/7049123?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:14 , udn , 經典賽／肯定經典賽存在 美國隊：對棒球來說太棒了 , https://udn.com/news/story/10785/7049103?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:19 , udn , 南韓軍方表示，北韓今天稍早從咸鏡南道咸興一帶發射多枚巡弋飛彈，這也是北韓時隔3天試射飛彈挑釁 , https://udn.com/news/story/6809/7049123?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:24 , udn , 在大谷翔平三振「神鱒」楚奧特（Mike Trout），為日本隊拿下冠軍後，本屆經典賽正式告一段落。雖然經典賽的必要性一直受外界質疑，但美國隊上下卻給這項賽事高度評價。

由於舉辦在MLB開季之前、 , https://udn.com/news/story/10785/7049103?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:40 , udn , 培養中市網球、足球新星 民代替2校爭補助改善運動設施 , https://udn.com/news/story/7325/7049154?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:45 , udn , CITIZEN的「煙灰缸」、「殺人鯨」！究竟是哪些表款暱稱？ , https://udn.com/news/story/7270/7049137?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:50 , udn , 台中南屯黎明國小發展網球運動20餘年，更培養出布農族學生撒璐‧伊斯卡卡夫特等網界新星，但綜合球場長年使用，場地凹凸不平，... , https://udn.com/news/story/7325/7049154?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:03:55 , udn , 要知道一只手表熱不熱門，就看消費者會不會幫它取暱稱，其實像是所謂的「水鬼」、「可樂圈」等都是形容表款外觀。百年歷史的CITIZEN當然也有被叫做「煙灰缸」的光動能潛水表，受到玩家喜愛，而且今年是睽違近二十年後，再次推出復刻版，格外引人囑目。 , https://udn.com/news/story/7270/7049137?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:08:39 , udn , 經典賽／栗山英樹宣告退休 王貞治想跟他說「辛苦了」 , https://udn.com/news/story/10785/7049091?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:08:49 , udn , 日本隊睽違14年奪得經典賽冠軍，監督栗山英樹運籌帷幄的能力備受球迷讚揚，他賽後表示，「這會是我最後一件球衣。」意味著現年61歲的栗山監督將退休。

「監督一職，到今天為止。明天開始我真的什麼都沒有 , https://udn.com/news/story/10785/7049091?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:09:10 , udn , 中國每天仍超四千人陽性　專家示警：新冠沒有消失 , https://udn.com/news/story/7333/7049170?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:09:20 , udn , 在經歷春節前後的大感染階段後，隨著大陸官方放寬對新冠感染的防控管制，以及甲型流感等接力，「新冠」一詞似乎逐漸淡出大陸民眾... , https://udn.com/news/story/7333/7049170?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:09:41 , udn , 美國遲未續簽普惠協議 製造商紛回歸中國 , https://udn.com/news/story/6811/7048976?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:09:51 , udn , 美媒報導，由於美國遲遲未續簽已有數十年歷史、針對開發中國家的一項貿易協議，導致一些製造商回歸中國。這些製造商前幾年因為美... , https://udn.com/news/story/6811/7048976?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:10:11 , udn , 健司X辻利「抹茶巧克力雪糕、抹茶黑糖珍珠雪糕」登場 , https://udn.com/news/story/7270/7049155?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:10:22 , udn , 隨著天氣越來越熱，「Kenji健司」與「辻利茶舗」再度攜手，推出「健司X辻利 Premium特濃抹茶巧克力雪糕」，入口可... , https://udn.com/news/story/7270/7049155?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:10:43 , udn , 德國教研部部長來訪 教育部提德國官員來台學華語方案 , https://udn.com/news/story/6885/7049158?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:10:53 , udn , 德國聯邦教育及研究部部長斯塔克－瓦特辛格（Ms. Bettina Stark-Watzinger）於昨日、今日（3/22... , https://udn.com/news/story/6885/7049158?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:11:14 , udn , 工程影響台中30萬戶停水47小時 台水：提前2.5小時復水 , https://udn.com/news/story/7325/7049160?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:11:24 , udn , 台水公司今宣布，台中地區原停水或減壓預計自昨天上午10時起至23日上午9時止，共47小時；經施工團隊日以繼夜努力，工程已... , https://udn.com/news/story/7325/7049160?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:11:44 , udn , 功成身退！WBC封王後 日本隊監督栗山英樹宣布卸任 , https://udn.com/news/story/6999/7049156?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:11:48 , udn , LINE Bank快點卡買必勝客5折 普發6千入帳即可抽iPhone , https://udn.com/news/story/7270/7049177?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:11:55 , udn , 帶領日本隊贏得世界棒球經典賽金牌的總教練栗山英樹，21日（美國時間）在賽後記者會上表示：「今天是我擔任國家隊教練的最後一... , https://udn.com/news/story/6999/7049156?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:11:58 , udn , 3月底前LINE Bank快點卡刷卡筆筆消費享LINE POINTS 1%最後倒數，LINE Bank看準近期國內外旅遊... , https://udn.com/news/story/7270/7049177?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:12:19 , udn , 全國技能賽青少年組落幕 桃竹苗分署培訓選手這2項奪金牌 , https://udn.com/news/story/7324/7049179?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:12:29 , udn , 第53屆全國技能競賽北區分區賽青少年組於今圓滿落幕，本次競賽共有13職類191位青少年選手報名參賽，競爭十分激烈，勞動部... , https://udn.com/news/story/7324/7049179?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:12:49 , udn , 經典賽／見證大谷翔平率隊奪冠 渡邊雄太：他在日本就像神 , https://udn.com/news/story/7002/7049159?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:13:00 , udn , 世界棒球經典賽由大谷翔平領軍的日本隊擊敗美國隊。NBA籃網隊日籍前鋒渡邊雄太（Yuta Watanabe）也關注這場比賽，他賽後直言，「大谷翔平現在在日本就像神，每個人都仰望他」。

大谷翔平今天 , https://udn.com/news/story/7002/7049159?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:13:20 , udn , 台股大漲247點 法人：關注23日美台利率決策 , https://udn.com/news/story/7251/7049162?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:13:31 , udn , 美國銀行危機疑慮緩解，美股4大指數勁揚，台股在台積電和金融股領軍下開高走強，收復月線、重返15700點大關，終場收在今天... , https://udn.com/news/story/7251/7049162?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:13:51 , udn , 誠品南部版圖再下一城！今年第3季將進駐高雄義享天地 , https://udn.com/news/story/7270/7049176?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:14:02 , udn , 全球迎向復甦，誠品生活（2926）雖有店舖關閉，也持續積極展店，今（22）日宣布南部版圖再下一城，今年第3季將進駐高雄義... , https://udn.com/news/story/7270/7049176?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:14:17 , udn , 影／凌晨4點搬家貨車違停！司機是通緝犯 追出汐止製毒工廠 , https://udn.com/news/story/7315/7049151?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:14:48 , udn , 南韓宣布新冠肺炎接種規劃 比照流感改為「一年一劑」 , https://udn.com/news/story/6809/7049166?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:14:58 , udn , 南韓政府今天就COVID-19（2019冠狀病毒疾病）宣布新接種規劃，今年第4季起將比照流感改為一年免費接種一劑，明年將... , https://udn.com/news/story/6809/7049166?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:15:19 , udn , LINE Bank快點卡買必勝客5折 KKday滿千9折 普發6千入帳即可抽iPhone 14 , https://udn.com/news/story/7270/7049177?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:15:23 , udn , Fed決策前夕…第一共和銀行加劇投資人憂慮 增添Fed挑戰 , https://udn.com/news/story/6811/7049169?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:15:33 , udn , 在美國聯準會即將公布利率決策前夕，美國第一共和銀行（First Republic Bank）據傳聘請更多顧問公司探索選項... , https://udn.com/news/story/6811/7049169?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:18:21 , udn , 可能遭起訴…傳川普出庭想上銬遊街 還稱「被槍擊可打贏2024」 , https://udn.com/news/story/6813/7049140?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:20:48 , udn , 日本電梯裡「神秘寵物按鈕」有什麼用途？超貼心設計網讚：不愧是細節大國 , https://udn.com/news/story/7470/7049172?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:20:59 , udn , 搭乘電梯時我們可以注意到，電梯裡面的按紐通常會有各樓層的數字、開門、關門以及緊急按鈕。然而有網友分享日本電梯裡有一個特殊的「寵物按鈕」，讓人不禁好奇它的用途。 , https://udn.com/news/story/7470/7049172?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:21:19 , udn , 大法官推自薦29日截止 審薦小組請各界把握時間 , https://udn.com/news/story/6656/7049213?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:21:30 , udn , 今年9月30日將有四位大法官任期屆滿，蔡英文總統核定成立民國112年司法院大法官提名審薦小組，協助提名大法官人選。審薦小... , https://udn.com/news/story/6656/7049213?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:21:50 , udn , 影／環山部落山坡地2公頃惡火 德基水庫低水位取水救援增難度 , https://udn.com/news/story/7320/7049206?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:22:00 , udn , 全台久旱未雨，台中市和平區環山部落平等國小附近山坡地，今下午2點多發生火警，警消與林務局人員馳抵滅火，但山區天乾物燥、火... , https://udn.com/news/story/7320/7049206?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:22:21 , udn , 西施犬舌頭超長網友不敢相信「還以為修圖 」 飼主po影片證明：確定不是合成 , https://udn.com/news/story/7470/7049003?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:22:31 , udn , 在路上經常可以看到有民眾牽著狗狗散步時，狗狗伸出舌頭看起來像是在笑的樣子，除了模樣可愛之外，其實吐舌頭也有助於牠們的身體散熱，而日本有一隻狗狗吐出舌頭的模樣卻驚呆了不少網友。 , https://udn.com/news/story/7470/7049003?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:22:52 , udn , 全家出海度假釣魚「釣到一隻大白鯊」 3壯男花40分鐘釣起後原地放生 , https://udn.com/news/story/7470/7046799?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:23:02 , udn , 美國佛羅里達州（State of State of Florida）近日出現一起驚人的「海釣事故」，有個來自北達科他州的一家人在到佛州度假時搭船出海垂釣，居然釣到了令人聞風喪膽的大白鯊，還費了一番工夫才讓把大白鯊順利釣起，壯觀景象也讓同行的孩子們看了都興奮直呼「簡直是最棒的一天！」 , https://udn.com/news/story/7470/7046799?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:23:23 , udn , 兩個月大幼犬牧400多隻羊 從黃土高原「領軍下山」氣勢十足網：血脈覺醒 , https://udn.com/news/story/7470/7046667?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:23:33 , udn , 牧羊犬自古以來被訓練為工作犬，是不少牧場主人的好夥伴。在山西吕梁就有一隻才兩個月大的幼犬，牠在黃土高原上牧起羊來的模樣可以說是氣勢十足，完全展現了牠牧羊犬的天賦。 , https://udn.com/news/story/7470/7046667?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:23:54 , udn , 台東這青年救災任務沒少過 獲全縣、全國優秀青年殊榮 , https://udn.com/news/story/7327/7049199?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:24:04 , udn , 慶祝329青年節，台東縣今舉辦「青年節社會暨學校優秀青年表揚大會」，縣長饒慶鈴共表揚66位縣內各行各業優秀青年，其中，3... , https://udn.com/news/story/7327/7049199?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:24:25 , udn , 貓咪疑把LED球吞進肚「全身發光」宛如皮卡丘 同伴經過看傻眼立馬閃人 , https://udn.com/news/story/7470/7046405?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:24:35 , udn , 在許多卡通動畫裡面，動物通常是作者創作的靈感來源，因此會被擬人化、甚至被賦予各種超能力。在微博上就有網友分享一段影片，疑似一隻貓咪不小心誤食發光球，結果意外變成「皮卡丘」的一幕。 , https://udn.com/news/story/7470/7046405?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:25:26 , udn , 親上火線談漲電價 台電董座曾文生曝「原計畫」 , https://udn.com/news/story/7238/7049192?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:25:36 , udn , 針對4月調漲電價議題，經濟部政務次長兼台電董事長曾文生今（22）日在《震傳媒》接受資深媒體人黃光芹網路節目《新聞不芹菜》... , https://udn.com/news/story/7238/7049192?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:26:48 , udn , 2024立委戰／湧言會、蘇系衡量局勢挺賴布局 剩英系敢挑戰誠信條款 , https://udn.com/news/story/6656/7049150?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:26:58 , udn , 因應銀行連環倒危機 克魯曼：Fed應暫停升息 , https://udn.com/news/story/6811/7049178?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:26:59 , udn , 民進黨內區域立委領表登記自3月20日到24日止，至今不斷有現任議員跳出來挑戰民進黨主席賴清德宣示的「誠信條款」，但也傳出原有意挑戰立委在黨內派系屬湧言會的高雄市議員林智鴻、黃秋瑛以「團結顧大局」理由，響應賴清德主張，宣布不會去領表登記初選。 , https://udn.com/news/story/6656/7049150?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:27:08 , udn , 最近歐美突然急湧一波銀行業危機，對經濟展望的衝擊多大再度引起熱議。在此節骨眼，一直專注升息抗通膨的美國聯準會（Fed），... , https://udn.com/news/story/6811/7049178?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:27:19 , udn , 台灣外交困境可用運動來解決？他點出這兩國家當佐證 , https://udn.com/news/story/7314/7049216?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:27:30 , udn , 2023年3月9日澳洲運動外交聯盟（Sport Diplomacy Alliance）在愛丁堡舉辦第二次「澳洲－英國運動外交會談」（Australia-UK Sport Diplomacy Dialogue），邀澳英產、官、學界人士一同討論國際政治發展脈絡下，面對國際政治及社會發展不均，運動如何扮演「介入」、「觀察」、「反思」等種種社會問題的媒介。 , https://udn.com/news/story/7314/7049216?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:28:51 , udn , 影／環山部落2公頃惡火！德基水庫低水位 黑鷹取水救援增難度 , https://udn.com/news/story/7320/7049206?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:29:30 , udn , 勞保年改不會撥補就算了 勞長：全台走透透 面對面溝通 , https://udn.com/news/story/7238/7049173?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:29:41 , udn , 勞動部長許銘春日前稱撥補是勞保改革的唯一共識，行政院長陳建仁也說明年將挹注1000億元給勞保基金。許銘春今天談及勞保年改... , https://udn.com/news/story/7238/7049173?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:29:49 , udn , 587億！  111年慢性腎病用了健保最多錢 , https://udn.com/news/story/7314/7049222?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:29:59 , udn , 健保醫療支出逐年成長，健保署副署長李丞華今出席台灣腎臟醫學會與聯合報健康事業部共同舉辦「腎力人生 醫療永續」專家會議時表... , https://udn.com/news/story/7314/7049222?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:35:49 , udn , 茹曦酒店Sunny Buffet爆滿  4/15起加開假日下午茶時段 , https://udn.com/news/story/7270/7049239?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:35:59 , udn , 雲品國際旗下君品Collection接手代為經營的茹曦酒店宴會廳與Sunny Buffet，從去年年底至今業績已有3倍成... , https://udn.com/news/story/7270/7049239?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:37:52 , udn , 地段好卻荒廢！台中市「洞洞屋」如遭轟炸 這原因沒人要 , https://udn.com/news/story/7241/7049219?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:38:02 , udn , 都會區常見因無法整合，任其荒廢的老屋，台中市西區主要幹道五權路上也有一棟，和其他荒廢老屋不同的是，這棟獨立四層樓建築，只... , https://udn.com/news/story/7241/7049219?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:38:49 , udn , NBA／拓荒者戰績一落千丈 里拉德失落承認失敗賽季 , https://udn.com/news/story/7002/7049207?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:39:00 , udn , 拓荒者隊於上季中斷連續八年闖入季後賽的成績，當人們預期球隊能在本季重新出發時，拓荒者又於本季瀕臨淘汰邊緣，就連王牌里拉德（Damian Lillard）都在採訪中表示，這很可能是個失敗球季。

這 , https://udn.com/news/story/7002/7049207?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:39:20 , udn , 金門縣林務所辦捐發票換樹苗  民眾反應熱烈大排長龍 , https://udn.com/news/story/7327/7049251?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:39:31 , udn , 金門縣林務所與五鄉鎮公所合作辦理贈苗活動，首場於今天下午熱鬧展開，民眾反應踴躍，大排長龍等著領樹苗。林務所表示，今年植樹... , https://udn.com/news/story/7327/7049251?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:39:51 , udn , 國民黨拍板2024總統採徵召制 民進黨4/12提名賴清德選總統 , https://udn.com/news/story/123307/7049246?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:40:01 , udn , 國民黨主席朱立倫今天下午在中常會上宣布，針對總統選舉提名，過去這段時間，已經徵詢過各縣市長、立法院黨團成員及黨內先進，大家共同意見就是採取徵召，團結勝選，避免爭議，將報請常會共同決議通過。另外針對2024年立委選舉，中常會下午通過成立中央提名委員會，朱立倫表示，立委提名委員會將由主席召集，包括三位副主席、秘書長、立法院黨團總召及在地執政縣市長，未來一起參與提名，共同全力輔選。立委提名第一階段將在4月22日完成，第二階段要在5月20日完成，第三階段6月18日完成。 , https://udn.com/news/story/123307/7049246?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:40:22 , udn , 茹曦酒店Sunny Buffet爆滿 4/15起加開假日下午茶時段 , https://udn.com/news/story/7270/7049239?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:50:48 , udn , 倒楣男連續確診三次被當逃兵移送 向檢察官喊冤爭清白 , https://udn.com/news/story/7320/7049303?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:50:58 , udn , 新北市一名服兵役的吳姓男子去年11月13日收假時向單位反應確診，又在解隔離後向軍方再稱確診，等到二度確診後解隔離，軍方通... , https://udn.com/news/story/7320/7049303?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:51:18 , udn , 拒繳酒駕罰鍰  執行署出奇招查扣壽險金 家屬立即繳清20餘萬元 , https://udn.com/news/story/7321/7049299?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:51:29 , udn , 嘉義縣有名酒駕、毒駕慣犯朱姓男子，以為名下沒有產業可以規避罰鍰，被判刑又隱匿逃亡遭通緝；行政執行署嘉義分署出奇招扣押人壽... , https://udn.com/news/story/7321/7049299?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:51:49 , udn , 日相岸田文雄訪烏事先知會俄羅斯 由烏克蘭負責維安 , https://udn.com/news/story/122663/7049254?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:52:00 , udn , 日本首相岸田文雄結束訪問烏克蘭行程，今天已回到波蘭。日媒報導，岸田訪烏行前已透過外交管道事先知會俄羅斯方面，至於維安工作... , https://udn.com/news/story/122663/7049254?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:52:20 , udn , 可惡！台南傳浪貓集體遭毒殺  民眾遛狗後小狗疑誤食暴斃 , https://udn.com/news/story/7320/7049282?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:52:31 , udn , 台南市新化區傳出毒殺流浪貓事件，民眾在新化人大集合社群po一黑一白兩隻小貓死在路邊照片，指全興里竹仔腳統一花園附近有人在... , https://udn.com/news/story/7320/7049282?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:52:51 , udn , 陳冠廷接棒挨批「陳氏王朝」 陳明文：我不爭取不分區 , https://udn.com/news/story/123307/7049281?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:53:02 , udn , 民進黨正在進行立委初選登記作業，民進黨資深立委、英系領袖陳明文確定不再連任嘉義縣山線立委，交棒給兒子陳冠廷，陳冠廷也已完... , https://udn.com/news/story/123307/7049281?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:53:22 , udn , 嘉市鬧區歷史建築文化路郵局整修牛步 王美惠批交通部行政怠惰 , https://udn.com/news/story/7326/7049280?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:53:32 , udn , 嘉義市歷史建築文化路郵局，位在鬧區文化商圈，郵局發包整修外牆等工程，2021年施工原訂去年5月前完工，延宕至今未完工，立... , https://udn.com/news/story/7326/7049280?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:53:53 , udn , 花蓮400座智慧站牌啟動 手指觸控一秒掌握公車動態 , https://udn.com/news/story/7328/7049276?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:54:03 , udn , 花蓮縣政府推出400座公車智慧站牌，今天以東大門夜市全功能站牌作為示範點，外觀為剪紙藝術家以「太陽的故鄉」作為設計，觸控... , https://udn.com/news/story/7328/7049276?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:54:24 , udn , 又傳軍紀風波！警查獲上百顆疑制式子彈 軍方急送驗 , https://udn.com/news/story/7315/7049277?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:54:34 , udn , 又傳軍紀風波，保二總隊及桃園市警方今在龜山區破獲一處改槍工廠，查獲上百顆疑似軍方制式子彈及數支改造手槍，並逮一名男嫌；子... , https://udn.com/news/story/7315/7049277?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:54:55 , udn , 包裝都貼臉！為何「酷的夢」聯名看起來較好吃 網揭九妹輸的原因 , https://udn.com/news/story/120912/7049070?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:55:05 , udn , 近期連鎖超商7-ELEVEN再與YouTuber推聯名商品，攜手超級愛芋頭、自封「芋頭教主」的YouTuber「酷的夢」，推一系列芋頭麵包、甜點。不過，有網友看到這次包裝一樣被貼上酷的夢行象照，想起上一次YouTuber「Joeman」的... , https://udn.com/news/story/120912/7049070?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:55:26 , udn , 經典賽／未滿21歲！日本噴香檳慶祝 只有高橋宏斗不能參加 , https://udn.com/news/story/10785/7049220?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:55:36 , udn , 經典賽日本武士隊20歲右投高橋宏斗，今天面對美國隊中繼1局無失分，還三振楚奧特（Mike Trout）、高史密特（Paul Goldschmidt）2名強打，值得一提的是，他因年紀太小無法參加香檳浴。 , https://udn.com/news/story/10785/7049220?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:55:57 , udn , 影／逃亡海外23年 「菲國軍火大亨」陳建寧今押解返台 , https://udn.com/news/story/7315/7049265?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:56:07 , udn , 因擄人勒贖案被通緝，潛逃海外23年的台南角頭陳建寧，下午由刑事局自菲律賓搭乘華航CI-702航班遣送回台，班機於下午1點... , https://udn.com/news/story/7315/7049265?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:56:38 , udn , 謝系基金會擬推薦謝長廷出任大法官 黨內惹議 , https://udn.com/news/story/6656/7049308?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:56:48 , udn , 總統府今天表示，112年司法院大法官提名審薦小組公開接受各界推薦即將於29日截止，審薦小組籲請社會各界把握最後幾天時間，... , https://udn.com/news/story/6656/7049308?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:56:58 , udn , 金門縣林務所辦捐發票換樹苗 民眾反應熱烈大排長龍 , https://udn.com/news/story/7327/7049251?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:57:08 , udn , 伊朗援助俄無人機 美國決發動制裁 , https://udn.com/news/story/6809/7049228?from=udn-ch1_breaknews-1-0-news
2023-03-22 17:57:19 , udn , 美國忍不住出手制裁伊朗無人機了！美國政府21日宣布，由於伊朗涉嫌援助俄羅斯無人機，因此將對伊朗的無人機產業進行制裁，凍結其海外資金與進出口。美國之前是在川普時期以伊朗違反核協議為由進行經濟制裁... , https://udn.com/news/story/6809/7049228?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:01:53 , udn , 近期連鎖超商7-ELEVEN再與YouTuber推聯名商品，攜手超級愛芋頭、自封「芋頭教主」的YouTuber「酷的夢」，推一系列芋頭麵包、甜點。不過，有網友看到這次包裝一樣被貼上「酷的夢」行象照，想起上一次YouTuber「Joeman」的聯名包裝也是如此... , https://udn.com/news/story/120912/7049070?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:02:49 , udn , 經典賽／大谷翔平受訪說好吃 拉麵店一風堂業績大增 , https://udn.com/news/story/10785/7049283?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:02:59 , udn , 發源於日本福岡的人氣拉麵店「博多一風堂」今天在推特恭喜日本隊拿下世界棒球經典賽（WBC）冠軍。大谷翔平日前受訪偶然提到一... , https://udn.com/news/story/10785/7049283?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:03:20 , udn , 南投國際8國撐竿跳賽 泰國鳥人稱王、美國女選手封后 , https://udn.com/news/story/7005/7049322?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:03:30 , udn , 南投國際暨全國中上學校撐竿跳高比賽今在草屯商工舉行，今年有美、日、韓、菲、泰、馬、香港、中華等8國，以及全台31所學校參... , https://udn.com/news/story/7005/7049322?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:03:51 , udn , 普發6000元線上登記開跑 雲林縣今下午加開櫃台服務 , https://udn.com/news/story/123271/7049317?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:04:01 , udn , 中央全民普發6000元，雲林縣政府考量部分縣民不擅長使用3C設備，今天下午全縣各戶所及辦公室共20處開設「全民普發600... , https://udn.com/news/story/123271/7049317?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:04:22 , udn , 新北古鐘樓公園滿地垃圾 卓冠廷批市政螺絲掉滿地 , https://udn.com/news/story/7323/7049318?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:04:32 , udn , 新北市民日前至鶯歌古鐘樓公園，卻發現滿地垃圾相當不滿，新北市議員卓冠廷認為新北市府團隊實在掉漆，最基本的公園環境維護變成... , https://udn.com/news/story/7323/7049318?from=udn-ch1_breaknews-1-0-news
2023-03-22 18:04:52 , udn , 亞運／現代化結合名勝 攀岩中心藏在風景區 , https://udn.com/news/story/7005/7049316?from=udn-ch1_breaknews-1-0-news
