2023-04-26 00:05:59 , udn , 新竹縣派出所下月將增至50所 3年內更將擴編警力近3成 , https://udn.com/news/story/7324/7123236?from=udn-ch1_breaknews-1-0-news
2023-04-26 19:58:54 , udn , 新北市長侯友宜今赴議會市政報告，下半場民進黨團質詢完後，議員上前高舉「市長無心市政」標語。國民黨議員則試圖保護侯友宜，也... , https://udn.com/news/story/123307/7125312?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:00:12 , udn , 勸和促談？習近平與澤倫斯基通話 , https://udn.com/news/story/122663/7125327?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:00:22 , udn , 在大陸發表「關於政治解決烏克蘭危機的中國立場」文件後近兩個月，大陸國家主席習近平已與烏克蘭總統澤倫斯基通話，是否發揮「勸... , https://udn.com/news/story/122663/7125327?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:00:43 , udn , MIH執行長鄭顯聰：Z世代從生活體驗找設計方向 , https://udn.com/news/story/7241/7125321?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:00:53 , udn , MIH開放電動車聯盟主辦的「MIH電動車造型設計大賽」（MIH Electriv Vehicle Design Awar... , https://udn.com/news/story/7241/7125321?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:02:46 , udn , 影／綠議員高舉「無心市政」藍議員保護侯友宜 雙方爆推擠 , https://udn.com/news/story/123307/7125312?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:03:11 , udn , 女多年不適檢查發現11年前手術針線留體內 醫辯：她自己吞的 , https://udn.com/news/story/6810/7124855?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:03:16 , udn , 「市長你還不及格！」陳世軒質詢侯友宜 提多項美台關係問題 , https://udn.com/news/story/123307/7125310?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:03:22 , udn , 哥倫比亞一名女子過去十年來常覺得身體不適，檢查後才發現原來體內遺留11年前手術縫合的針線。 , https://udn.com/news/story/6810/7124855?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:03:43 , udn , 大陸「勸和促談」？習近平與澤倫斯基通話 , https://udn.com/news/story/122663/7125327?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:04:44 , udn , 陳乃瑜問出訪新加坡花多少？ 饒慶鈺搶答遭嗆「你是市長嗎」 , https://udn.com/news/story/123307/7125316?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:09:20 , udn , 百度AI聊天機器人「文心一言」 四度升級  推理成本降到原來十分之一 , https://udn.com/news/story/7333/7125343?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:09:31 , udn , 百度智能雲日前在上海召開其AI聊天機器人「文心一言」技術交流會。會議上透露，文心一言啟動內部測試一個月以來，已完成四次技... , https://udn.com/news/story/7333/7125343?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:09:52 , udn , 立委王美惠爭取3千萬  改善嘉市5校園老舊設施 , https://udn.com/news/story/7326/7125339?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:10:02 , udn , 立委王美惠今天邀集教育部國教署及體育署到嘉義市會勘，接連走訪5所嘉義市國中小學，爭取超過3千萬元改善老舊廁所、管線等。王... , https://udn.com/news/story/7326/7125339?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:10:23 , udn , 議員蔡淑君涉賄選今開庭 否認犯罪笑稱共犯「還不一定支持我」 , https://udn.com/news/story/7321/7125329?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:10:33 , udn , 國民黨籍新北市議員蔡淑君因涉及賄選，去年12月被新北地檢署依選罷法起訴，另向新北地方法院民事庭提起當選無效之訴。新北地方... , https://udn.com/news/story/7321/7125329?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:12:57 , udn , 職場不友善？中高齡求職者感受度偏差 平均分數僅4.28分 , https://udn.com/news/story/7269/7125315?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:13:08 , udn , 關注中高齡就業，104人力銀行今（26）日發布相關調查。詢問45歲以上的中高齡求職會員，自認工作狀態與年輕人相比的缺點，... , https://udn.com/news/story/7269/7125315?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:15:21 , udn , 與習近平通話 澤倫斯基發聲：打了一通長又有意義的電話 , https://udn.com/news/story/122663/7125346?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:15:32 , udn , 烏克蘭總統澤倫斯基26日在推特發言表示，他跟中國大陸國家主席習近平打了一通長又有意義的電話。 , https://udn.com/news/story/122663/7125346?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:15:52 , udn , 鑽戒落伍了！「智能婚戒」24小時監測情侶健康 , https://udn.com/news/story/6810/7125200?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:16:03 , udn , 白頭偕老不是夢，智能婚戒可支付也能24小時監測情侶的健康狀況！隨著新興技術出現，也在改變傳統的婚禮模式，如許多伴侶選擇智能婚戒取代鑽戒，不僅能監測伴侶身體素質，還有行動支付的功能。此外，許多不擅言詞的夫妻... , https://udn.com/news/story/6810/7125200?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:16:24 , udn , 百度AI「文心一言」 四度升級 推理成本降到原來十分之一 , https://udn.com/news/story/7333/7125343?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:16:55 , udn , 美議員點名制裁阿里雲、華為雲 大陸外交部回應了 , https://udn.com/news/story/7331/7125342?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:17:05 , udn , 針對美國9名共和黨參議員以所謂擔憂國家安全為由，敦促拜登政府對華為雲和其他中國提供雲服務的廠商進行制裁。大陸外交部發言人... , https://udn.com/news/story/7331/7125342?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:18:22 , udn , 楊智淵被陸逮捕「情況特殊」？李明哲警示：不到中國不代表沒事 , https://udn.com/news/story/7331/7125048?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:18:33 , udn , 中國最高人民檢察院週二（4月25日）宣布，以「分裂國家罪」起訴並批准逮捕台灣民族黨副主席楊智淵，引起台灣人權工作者一片譁... , https://udn.com/news/story/7331/7125048?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:18:35 , udn , 帳上獲利這麼多！央行掌國家「金」脈 市值高達8328億元 , https://udn.com/news/story/7238/7125297?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:18:45 , udn , 立法委員羅明才、林德福與吳欣盈今（26）日赴中央銀行位於新店文園的金庫考察，由央行總裁楊金龍、發行局局長鄧延達陪同解說。... , https://udn.com/news/story/7238/7125297?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:18:53 , udn , 女移工聯華上班第1天遇火劫 彰基趕辦健保卡與死神拔河 , https://udn.com/news/story/123489/7125352?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:19:04 , udn , 聯華食品彰化北斗廠昨天大火，釀成7人死亡、15人輕重傷，其中，40歲印尼籍女作業員來台第一天上班就遇火劫，送到員林基督教... , https://udn.com/news/story/123489/7125352?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:19:25 , udn , 中職／張志豪轟兩分砲 兄弟大幅領先桃猿 , https://udn.com/news/story/7001/7125351?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:19:35 , udn , 樂天桃園今晚在桃園主場與中信兄弟進行三連戰的首場對決。兄弟張志豪在一局上擊出兩分全壘打，結束二局上，兄弟暫時以10：0大... , https://udn.com/news/story/7001/7125351?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:21:54 , udn , 女移工聯華上班第1天遇火劫 趕辦健保卡、裝葉克膜與死神拔河 , https://udn.com/news/story/123489/7125352?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:27:23 , udn , 全球富豪拿錢砸新加坡 當地人卻飽受「成長痛」！3張圖看星國疫後有多夯 , https://udn.com/news/story/6811/7125333?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:27:33 , udn , 全球富豪正以前所未見的速度出走中。 , https://udn.com/news/story/6811/7125333?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:27:54 , udn , 確診中重症無法考統測　招策會提供兩大入學管道補救 , https://udn.com/news/story/6925/7125366?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:28:04 , udn , 四技二專統測將於4月29日及30日登場，技專校院招生策略委員會今天（4/26）表示，針對報名的統測學生，若考生因新冠肺炎... , https://udn.com/news/story/6925/7125366?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:28:25 , udn , 北捷板南線為何不能直接延伸到基隆？ 鐵道局點出難題 , https://udn.com/news/story/7266/7125367?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:28:35 , udn , 交通部鐵道局今天在基隆舉辦基隆捷運綜合規劃公聽會，市議員呂美玲提及台北捷運板南線延伸最有利。鐵道局主任秘書李綱回應，尊重... , https://udn.com/news/story/7266/7125367?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:33:23 , udn , 震撼！高雄滿山螢火蟲夜空閃爍 那瑪夏水蜜桃正是初熟時 , https://udn.com/news/story/7266/7125382?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:33:34 , udn , 高雄那瑪夏區復育螢火蟲有成，全台60多種螢火蟲，那瑪夏區可見15種現蹤，而每逢4至5月，賞螢尾聲正巧能搭上水蜜桃初熟季節... , https://udn.com/news/story/7266/7125382?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:33:54 , udn , 9成「濕耳垢」患者有狐臭 小三女童飽受異味困擾遭霸凌 , https://udn.com/news/story/7266/7125376?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:34:05 , udn , 一名就讀小學三年級的女學童，因發育得早，腋下頂漿腺提早發展成熟，容易緊張出汗體質，常散發出異味，同學稱她「臭臭女」，言語... , https://udn.com/news/story/7266/7125376?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:34:26 , udn , 預言台北101遭空襲？共和黨全AI生成末日影片「打敗拜登」 , https://udn.com/news/story/6813/7125379?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:34:36 , udn , 美國總統拜登25日發布3分鐘影片正式宣布競選連任，共和黨隨即發布全AI生成的末日影片「打敗拜登」（Beat Biden）... , https://udn.com/news/story/6813/7125379?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:36:11 , udn , 有奇效？日本興起吃「烏鴉生魚片」讚美味 政府警告：隨時致命 , https://udn.com/news/story/6810/7123806?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:36:22 , udn , 除了拉麵、咖哩、牛蛙這些日本料理之外，壽司生魚片也是港人最愛的日本料理之一。但不知大家又有沒有吃過海鮮類以外的生魚片？日本最近就有報導記者竟然試吃「烏鴉生魚片」，在網上引起熱議，甚至政府當局亦公開回應事件... , https://udn.com/news/story/6810/7123806?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:36:42 , udn , 賴清德：台灣面對極權主義威脅 但人民非常團結勇敢 , https://udn.com/news/story/6656/7125390?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:36:53 , udn , 副總統賴清德今天接見「福爾摩沙俱樂部拉丁美洲團」，他感謝成員們支持台灣的國際參與。他也表示，台灣在印太地區，直接面對極權... , https://udn.com/news/story/6656/7125390?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:39:13 , udn , 習近平與澤倫斯基通話：將派歐亞事務特別代表赴烏克蘭 , https://udn.com/news/story/7333/7125394?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:39:23 , udn , 在中國大陸發表「關於政治解決烏克蘭危機的中國立場」文件後近兩個月，大陸國家主席習近平已與烏克蘭總統澤倫斯基通話，強調「勸... , https://udn.com/news/story/7333/7125394?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:39:44 , udn , 孩子曾「餓到吃紙」！母親淚訴貧困狀況 印尼十口家庭引關注 , https://udn.com/news/story/6812/7125285?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:39:55 , udn , 兩歲孩子曾經餓到吃紙，印尼一個十口之家窮到齋戒月也沒什麼食物能給孩子吃，他們的故事在網路上公開之後引起關注，網友紛紛表示同情，慷慨解囊捐錢幫助他們... , https://udn.com/news/story/6812/7125285?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:45:12 , udn , 成人網紅宣稱擁7000位「網公」 每天都要噓寒問暖放「福利」 , https://udn.com/news/story/6810/7125011?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:45:23 , udn , 國外一名成人網紅近期分享自己的感情生活，表示自己目前有7000個「網公」，每天都要花時間陪伴這些「網路男友」。 , https://udn.com/news/story/6810/7125011?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:48:23 , udn , 遊戲點數阻詐初見成效 數位部：4月詐騙案件驟降近六成 , https://udn.com/news/story/7266/7125410?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:48:33 , udn , 數位部邀集國內5大遊戲點數業者，自今年4月啟動阻詐新制，目前已初見成效，截至4月25日為止，單月詐騙案件通報數約500多... , https://udn.com/news/story/7266/7125410?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:48:54 , udn , 陸在建核電機組23台 核電在建規模世界領先 , https://udn.com/news/story/7333/7125406?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:49:04 , udn , 中國核能行業協會26日發布的《中國核能發展報告2023》藍皮書顯示，截至2022年底，中國大陸在建核電機組23台，總裝機... , https://udn.com/news/story/7333/7125406?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:51:22 , udn , 明年健保可能不漲保費 將減少指示用藥給付 , https://udn.com/news/story/7266/7125426?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:51:32 , udn , 全民健康保險會今上午召開本月例行會議，優先報告事項為明年度總額範圍草案以及資源配置與財務平衡方案。健保署執行秘書周淑婉表... , https://udn.com/news/story/7266/7125426?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:51:58 , udn , 好夢幻！高雄滿山螢火蟲夜空閃爍 那瑪夏水蜜桃正是初熟時 , https://udn.com/news/story/7327/7125382?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:53:25 , udn , 微軟踢鐵板！英國反托辣斯機關否決其動視暴雪收購案 , https://udn.com/news/story/6811/7125397?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:53:35 , udn , 英國的反托辣斯機構否決微軟以690億美元收購動視暴雪，重創這樁遊戲產業史上最大的收購案，原因是這會阻礙雲端遊戲市場的競爭... , https://udn.com/news/story/6811/7125397?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:53:56 , udn , 與澤倫斯基通話內容曝光 習近平：將派歐亞事務特別代表赴烏克蘭 , https://udn.com/news/story/122663/7125394?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:54:21 , udn , 面臨恐怖主義指控 俄國異議人士納瓦尼恐再關30年 , https://udn.com/news/story/6809/7125348?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:54:32 , udn , 人在獄中的俄羅斯反對派領導人納瓦尼（Alexei Navalny）今天說，調查人員已經對他提起恐怖主義罪名指控，這可能會... , https://udn.com/news/story/6809/7125348?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:54:52 , udn , 日本26歲學霸高島崚輔成史上最年輕市長 日媒盤點幾大特質 , https://udn.com/news/story/6809/7125258?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:55:03 , udn , 創日本選舉史上最年輕紀錄的26歲兵庫縣蘆屋市長高島崚輔，擁有考取東京大學並留學美國哈佛大學的學霸經歷、獲選區大企業家支持... , https://udn.com/news/story/6809/7125258?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:57:23 , udn , 好食好事「食農創生計畫」開訓 青農實現理想 展現彰化特色 , https://udn.com/news/story/7325/7125445?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:57:33 , udn , 彰化縣頂新和德基金捐助成立的好食好事基金會專注青年人才育成，五年來協助多家食農新創團隊加速發展，昨天好食好事「食農創生計... , https://udn.com/news/story/7325/7125445?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:57:54 , udn , 迪尚特訪南韓會總理 加強經貿合作討論北韓核議題 , https://udn.com/news/story/6809/7125401?from=udn-ch1_breaknews-1-0-news
2023-04-26 20:58:04 , udn , 據信有意問鼎總統大位的美國共和黨明日之星、佛羅里達州州長迪尚特今天來到海外訪問行第2站南韓，與南韓國務總理韓惪洙會晤時，... , https://udn.com/news/story/6809/7125401?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:00:22 , udn , 日本動畫業向商業化靠攏 大老警告龍頭地位恐不保 , https://udn.com/news/story/6811/7125383?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:00:33 , udn , 日本動畫業大老丸山正雄警告，日本動畫逐漸向商業化靠攏，扼殺創造力，恐將龍頭的地位拱手讓給崛起的中國對手 , https://udn.com/news/story/6811/7125383?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:00:53 , udn , 好食好事「食農創生計畫」開訓 青農實現理想展現彰化特色 , https://udn.com/news/story/7325/7125445?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:03:22 , udn , 美前國安顧問波頓抵台 傍晚與朱立倫會面 , https://udn.com/news/story/6656/7125463?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:03:33 , udn , 美國前白宮國安顧問波頓今天中午抵台訪問，傍晚到國民黨中央黨部與國民黨主席朱立倫會面。國民黨中央證實兩人會面安排，但未說明... , https://udn.com/news/story/6656/7125463?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:03:53 , udn , 忠泰樂生活4月29日試營運！加入策展元素 不做傳統百貨商場 , https://udn.com/news/story/7241/7125458?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:04:04 , udn , 忠泰集團旗下首家百貨「忠泰樂生活」為大直商圈的百貨生力軍，今（26）日舉辦媒體預覽，預計在4月29日試營運，結合藝術策展... , https://udn.com/news/story/7241/7125458?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:06:22 , udn , 聯華火災 家屬招魂淚喊：下班了 檢方調查釐清責任 , https://udn.com/news/story/7320/7125468?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:06:32 , udn , 聯華食品彰化廠25日大火造成7人死亡、15人受傷，今天上午彰化縣消防局火調人員到現場進行火調鑑識，彰化地檢署檢察官也已傳... , https://udn.com/news/story/7320/7125468?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:06:34 , udn , 展逸辦興櫃前法說會 抽球星林書豪、王建民等人簽名球 , https://udn.com/news/story/7254/7125368?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:06:45 , udn , 由前籃球國手張憲銘一手打造的展逸國際（6798）明（27）日登錄興櫃，成為台灣第一家為運動休閒類股的企業，興櫃參考價為5... , https://udn.com/news/story/7254/7125368?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:07:00 , udn , 打造全透明原生健康建築 寶舖建設再奪全球首家BIM認證建商 , https://udn.com/news/story/7241/7125388?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:07:11 , udn , 寶舖建設繼2022年提出結合五大核心、六大數據，以及八大安全系統打造全透明原生健康建築後，今（26）日再通過BSI英國標... , https://udn.com/news/story/7241/7125388?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:07:31 , udn , 韋僑智能化新廠落成 明年將主辦全球RFID年度高峰會 , https://udn.com/news/story/7240/7125386?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:07:42 , udn , 無線射頻RFID解決方案供應商韋僑(6417)，位於台中大里仁化工業區的新廠今(26)日落成啟用。董事長曾穎堂表示，新廠... , https://udn.com/news/story/7240/7125386?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:09:21 , udn , 有望停火？馬克宏計劃與中國大陸聯手 推動俄烏和平峰會 , https://udn.com/news/story/122663/7125322?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:09:31 , udn , 據此前「彭博社」報導，法國顯然希望同中國一道，共同促成俄烏兩國的和平談判。為此目的，馬克宏已授權其外交事務顧問伯恩（Emmanuel Bonne）同中國前外長王毅進行協商，以便為未來的俄烏談判制定框... , https://udn.com/news/story/122663/7125322?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:09:52 , udn , 聯華火災7死 家屬招魂淚喊：下班了擲無筊 , https://udn.com/news/story/123489/7125468?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:12:23 , udn , 受害者變加害者…「殺豬盤」詐騙案未歇 東南亞如何應對？ , https://udn.com/news/story/6809/7125050?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:12:33 , udn , 線上欺詐公司和非法賭場在東南亞的增長，助長了湄公河地區的人道主義危機。儘管有關單位試圖打擊犯罪組織，但這類人口販運、非法詐騙活動進化之靈活，讓當局難以將其一網打盡，所造成的破壞也不... , https://udn.com/news/story/6809/7125050?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:12:54 , udn , 「詐領出席費」疑雲纏身？議員許淑華好感度腰斬遭徐巧芯反超   , https://udn.com/news/story/123475/7125272?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:13:04 , udn , 國民黨台北市松山、信義區立委初選剛落幕，台北市議員徐巧芯挑戰現任立委費鴻泰成功，正式對上民進黨提名的同區議員許淑華。徐巧芯初選勝出後，馬上公布「許淑華相簿」，指台北市議會每個禮拜三大會，許淑華幾乎全數缺席，出席率僅11%，「詐領出席費的薪水小偷正是許淑華」，而許淑華反嗆，歡迎徐巧芯去檢舉。 , https://udn.com/news/story/123475/7125272?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:13:56 , udn , 聯華火災7死…兄招魂呼喚「下班了」3擲無筊 改喊這句話出現允筊 , https://udn.com/news/story/123489/7125468?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:15:22 , udn , 習近平與澤倫斯基通話 將派代表政治解決俄烏衝突 , https://udn.com/news/story/6809/7125486?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:15:33 , udn , 中國大陸中央電視台26日報導，中國國家主席習近平應邀與烏克蘭總統澤倫斯基當天進行電話會談，這是去年2月24日俄國入侵烏克... , https://udn.com/news/story/6809/7125486?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:16:04 , udn , 雙北共構宅「美河市」最熱銷 ！這兩站還有5字頭 , https://udn.com/news/story/7241/7125381?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:16:15 , udn , 北北基桃通勤月票將實施，捷運宅話題再起。永慶房產集團根據實價登錄資料，統計雙北市捷運共構宅交易價量情形，由小碧潭站的美河... , https://udn.com/news/story/7241/7125381?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:16:24 , udn , 鋼價疲軟！中鋼為首鋼廠降載減產 度小月氣氛轉濃 , https://udn.com/news/story/7241/7125479?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:16:35 , udn , 鋼市需求不振、低氣壓籠罩，煤鐵礦行情持續下探，拉低鋼價走進下坡首路，中鋼（2002）為首的多家上市鋼廠進到實質的降載減產... , https://udn.com/news/story/7241/7125479?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:21:21 , udn , 貨車停等紅燈 車斗突冒煙……下一秒成火球 , https://udn.com/news/story/7320/7125496?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:21:31 , udn , 黃姓男子今天晚上開著一輛貨車，行經新北市淡水區民權路等紅燈，後車斗突冒出濃煙他下車查看，整輛車旋即竄出火舌，不一會便燒成... , https://udn.com/news/story/7320/7125496?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:21:52 , udn , 大火燒掉執政黨候選人監聽資料？調查局否認 , https://udn.com/news/story/7321/7125493?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:22:02 , udn , 調查局局本部廉政大樓24日晚間發生大火，起火點位於一樓資通安全處電腦偵辦科辦公室，包括名嘴黃暐瀚和前立委柯志恩、郭正亮，... , https://udn.com/news/story/7321/7125493?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:27:22 , udn , 美半導體協會成員罕見來台 台積電接見但強調分享晶片法案補助細節 , https://udn.com/news/story/7240/7125506?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:27:32 , udn , 周刊報導，美國半導體協會（SIA）主席等人4月12日罕見來台秘密造訪台積電 ，研判雙方正針對晶片補助法案討論相關議題，台... , https://udn.com/news/story/7240/7125506?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:30:20 , udn , 逆孫看電視不聽勸失控持刀劃傷八旬嬤 幸送醫無礙 , https://udn.com/news/story/7320/7125517?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:30:31 , udn , 高雄市六龜區今天有名44歲陳姓男子在家看電視，86歲阿嬤要他回房休息，他一時情緒激動不滿阿嬤勸告，突然拿起抽屜內裁縫用1... , https://udn.com/news/story/7320/7125517?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:30:51 , udn , 台南徵才驚見4萬2職缺 超低門檻讓碩士好羨慕：比台北好 , https://udn.com/news/story/120912/7125378?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:31:02 , udn , 長期以來，南北工作機會和薪資相差甚大，北部的薪水較南部來得高，也因此讓許多人願意離鄉背井北上謀生。不過，有一名女網友在Dcard分享一張台南徵才的廣告，只見上面開出的薪資竟然高達4萬2，讓不少人相當訝異，甚至還有碩士畢業的網友很羨慕。 , https://udn.com/news/story/120912/7125378?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:33:23 , udn , 出國念商管研究所選哪裡？網推「這國家」條件超優：甭留學也有工作 , https://udn.com/news/story/6928/7125294?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:33:34 , udn , 考量未來職涯發展，不少人會選擇出國讀書進修，有網友便發文表示想到英國念商管相關的研究所，但擔心被質疑「花錢買學歷」，因此詢問是否有更好的選項。文章一出，許多人皆提供建議，更有網友提議原PO到另一個國家進修，「學費相對便宜，畢業後也好留」。 , https://udn.com/news/story/6928/7125294?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:35:57 , udn , 柯志恩、黃暐瀚質疑大火燒掉「執政黨候選人監聽資料」 調查局否認 , https://udn.com/news/story/7315/7125493?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:36:23 , udn , 花千元吃松葉蟹卻無膏？她怒轟餐廳賣假蟹 網提「這兩點」反打臉 , https://udn.com/news/story/7332/7124031?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:36:33 , udn , 談到香港的代表美食，海鮮絕對排在不少人的頭幾位，煎炒煮炸煮燉蒸不同做法應有盡有，不論是路邊大牌檔還是酒樓酒店都能吃到。25日就有網友於餐廳用餐後發文，分享自己於餐廳叫了一隻港幣298元（約新台幣1165元）的松葉蟹，但當上菜時，卻因「松葉蟹」無膏以及被開蟹蓋感到大為不滿，因此發文對餐廳進行大控訴... , https://udn.com/news/story/7332/7124031?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:39:20 , udn , 生活小確幸！年輕人最常花錢的10大事物 第1名絕對是日常耍廢必備   , https://udn.com/news/story/7270/7125275?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:39:31 , udn , 在高壓的社會環境下，年輕世代的生活實屬不易，每天忙於工作所得到的報酬，也成為打造生活品質的重要資本，平常在工作中的辛苦和勞累，都將在領到薪水的那一刻開始化身為生活中的各種小確幸。 , https://udn.com/news/story/7270/7125275?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:42:23 , udn , 獎學金高達2.7億台幣！美國高中生已獲125所大學錄取 破金氏世界紀錄 , https://udn.com/news/story/6813/7125534?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:42:33 , udn , 美國一名即將升大學的高三生巴恩斯（Dennis Barnes），去年申請200所大學，目前累計已錄取125所大學，各所學... , https://udn.com/news/story/6813/7125534?from=udn-ch1_breaknews-1-0-news
2023-04-26 21:44:26 , udn , 需求隱憂發酵！布蘭特原油跌破80美元 3月來首見 , https://udn.com/news/story/6811/7125520?from=udn-ch1_breaknews-1-0-news
