2023-02-12 00:03:20 , udn , 殺破狼周運勢／獅子職場脫離豬隊友 單身魔羯有意外驚喜  , https://udn.com/news/story/7268/6958539?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:15:20 , udn , 相較於國寫將知性與情意題分化的做法，會考作文更重視的是學生能完整的表述自我經驗，以及面向社會的思考。從歷屆考題我們可以看... , https://udn.com/news/story/6904/6965905?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:21:20 , udn , 口罩令20日鬆綁！醫示警「別高興太早」 3大防疫物資恐調漲 , https://udn.com/news/story/7266/6966679?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:21:20 , udn , 隨著新冠肺炎疫情逐漸穩定，指揮中心日前宣布，20日起放寬室內口罩令。對此，台北市聯合醫院中興院區醫師姜冠宇表示，這意味者「免費時代」要結束了，因此輝瑞和莫德納宣布恢復原價，快篩和抗病毒藥物也可能變更貴，「所以進入下半年危機解除時，別高興太早，我們會面臨成本還原的問題」。 , https://udn.com/news/story/7266/6966679?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:21:21 , udn , 南寧房貸年齡期限可至80歲？最新回應證實「確有其事」 , https://udn.com/news/story/7333/6966725?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 政府鼓勵直聘外籍看護卻變「限時搶救人質」 為何雇主哀嘆像懲罰？ , https://udn.com/news/story/7266/6966742?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 政府鼓勵直聘外籍看護工，上班族「小軍」2年前不透過仲介，直接聘雇菲律賓籍看護瑪麗亞照顧生病的母親，瑪麗亞去年12月中旬請假回菲探親，原訂今年1月上旬返台，沒想到受衛福部防疫規範無法搭原訂班機，順延機票又不符返台期限，連串延誤讓瑪麗亞幾乎無法返台，小軍戲稱「像限時搶救人質」，也感嘆政府複雜手續，根本「像懲罰直聘雇主！」。... , https://udn.com/news/story/7266/6966742?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 疫苗、藥物免費時代將結束？ 莊人祥：今年暫不退場 , https://udn.com/news/story/7314/6966741?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 隨著新冠肺炎疫情穩定，有網紅醫師表示，這意味疫苗將進入商業市場，「免費時代」要結束了；同理快篩及抗病毒藥物也都會調整。不... , https://udn.com/news/story/7314/6966741?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 一張圖看天氣！3字呈現 這天冷空氣強度逼近強烈冷氣團 , https://udn.com/news/story/7266/6966737?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 中央氣象局臉書粉專「報天氣 - 中央氣象局」表示，未來一周天氣將以「冷一波」3個字呈現。前半周氣溫將驟降，天氣轉冷，「冷... , https://udn.com/news/story/7266/6966737?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 南市182線死亡道路車禍頻傳 市長震怒下達改善令 , https://udn.com/news/story/7327/6966740?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 台南市182線龍崎段蜿蜒曲折，吸引重機車友來此壓線追焦，展現帥勁，卻也車禍頻傳，今年1月已發生3起機車死亡車禍，市長黃偉... , https://udn.com/news/story/7327/6966740?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 影／賴清德南投參香輔選蔡培慧 坦言要贏有困難 , https://udn.com/news/story/6656/6966739?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 南投立委補選，民進黨主席賴清德連兩周到南投參香，為黨內候選人蔡培慧輔選，並表示，對手林明溱做太久了，該給年輕人機會，不要... , https://udn.com/news/story/6656/6966739?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 吉兒拜登是超級盃球迷 趕赴亞利桑納為老鷹隊加油 , https://udn.com/news/story/6813/6966151?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:27:22 , udn , 多年來，美國第一夫人參與體育運動的方式不一而足，但現任第一夫人吉兒·拜登 (Jill Biden) 對家鄉費城球隊毫不掩... , https://udn.com/news/story/6813/6966151?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:30:20 , udn , PLG／「台版藤真」林書豪暫停兼差講戰術 教練：大家注意聽 , https://udn.com/news/story/7003/6966736?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:30:20 , udn , 林書豪重磅加盟P.League+高雄17直播鋼鐵人，今（12）日終於迎來萬眾矚目的初登場，除了在場上是焦點外，他在場下還兼差當翻譯、教練，用英文講解戰術，連鋼鐵人總教練鄭志龍都在旁邊說：「大家注意聽！ , https://udn.com/news/story/7003/6966736?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:30:20 , udn , 土敘地震恐致中國三年內發生七至八級強震？ 陸專家：結論沒特別意義 , https://udn.com/news/story/7333/6966743?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:30:20 , udn , 一篇題為「國家地震局核心論文顯示：土敘地震可能致中國三年內發生七至八級強震」的文章在網路上廣傳，並引起大批網友關注。對此... , https://udn.com/news/story/7333/6966743?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:30:21 , udn , 影／賴清德南下輔選蔡培慧 坦言南投選票結構「要贏有困難」 , https://udn.com/news/story/6656/6966739?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:33:20 , udn , 桃市圖書館換館長 新任館長由唐連成接任 , https://udn.com/news/story/7324/6966748?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:33:20 , udn , 日前曾傳出許多爭議的桃園市立圖書館傳出人事異動，據聞新任館長將由新聞處副處長唐連成接任，而原館長姚敦明將調往環保局。新聞... , https://udn.com/news/story/7324/6966748?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:33:20 , udn , PLG／林書豪能攻能傳 夢想家教練：真的被打慘 , https://udn.com/news/story/7002/6966746?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:33:21 , udn , 「哈佛小子」林書豪加盟PLG高雄17直播鋼鐵人隊首戰今天登場，出賽41分鐘，21分、13助攻都是全場最高，率鋼鐵人以95... , https://udn.com/news/story/7002/6966746?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:33:21 , udn , 疫苗、藥物「免費時代」將結束？ 莊人祥：今年暫不退場 , https://udn.com/news/story/120940/6966741?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:39:20 , udn , 桃園社區自主演練火災逃生 消防員親授「三件事」別做 , https://udn.com/news/story/7320/6966753?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:39:20 , udn , 桃園市桃園區一處社區今下午自主辦理防災演練，由消防局桃園分隊出動消防人車，並以共生面罩模擬協助受困患者逃生，結束後消防員... , https://udn.com/news/story/7320/6966753?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:39:20 , udn , 16歲小提琴家蕭道圓一度幾乎淪落歐洲街頭 返台感恩之旅 , https://udn.com/news/story/7327/6966752?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:39:20 , udn , 16歲少女小提琴家蕭道圓最近回台舉辦音樂會，小小年紀獲得德國音樂大賽冠軍，目前已是克羅埃西亞交響樂團獨奏家，但她的學習之... , https://udn.com/news/story/7327/6966752?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:42:21 , udn , 中職／戴培峰落選後歸建母隊敲長打 展示新款應援毛巾 , https://udn.com/news/story/7001/6966757?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:42:21 , udn , 富邦悍將隊展開練習賽，今天在嘉義市立棒球場進行隊內藍白賽，透過投打對決進行實戰調整，兩隊攻勢你來我往，9局下由姚冠瑋三壘... , https://udn.com/news/story/7001/6966757?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:42:21 , udn , 烏克蘭、美國防長通話 討論軍援基輔優先事項 , https://udn.com/news/story/122663/6966744?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:42:21 , udn , 美國國防部長奧斯汀和烏克蘭國防部長列茲尼科夫今天晚間說，雙方討論基輔盟邦即將在布魯塞爾舉行烏克蘭防務聯繫小組會議的「優先... , https://udn.com/news/story/122663/6966744?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:42:21 , udn , 陸官員欲來台弔唁星雲遭拒 綠委揭成員背景：不覺得哪裡怪怪的嗎？ , https://udn.com/news/story/123303/6966751?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:42:21 , udn , 佛光山開山宗長星雲大師圓寂，佛光山明天即將舉行讚頌典禮，中國大陸欲組團來台弔唁，民進黨立委林俊憲今天質疑，「無神論的共產... , https://udn.com/news/story/123303/6966751?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:42:22 , udn , 一張圖看天氣！這天氣溫驟降轉濕冷 冷空氣強度直逼「強烈冷氣團」 , https://udn.com/news/story/7266/6966737?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:45:19 , udn , 巴基斯坦商人匿名捐9億賑災土敘 巴總理推文大讚反被酸 , https://udn.com/news/story/6809/6966763?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:45:19 , udn , 土耳其安納杜魯新聞社（Anadolu Agency）報導，巴基斯坦總理夏立夫11日表示，一名旅居美國的巴基斯坦商人走進土... , https://udn.com/news/story/6809/6966763?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:45:21 , udn , 南市182線死亡道路車禍頻傳 黃偉哲震怒下達改善令 , https://udn.com/news/story/7326/6966740?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:48:19 , udn , 佛光山明舉辦圓寂讚頌典禮 星雲法體真身最後一次巡山 , https://udn.com/news/story/6656/6966769?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:48:19 , udn , 佛光山明天將舉辦「星雲大師圓寂讚頌典禮」，蔡英文總統上午9點在佛光山雲居樓頒贈褒揚令。圓寂頌讚典禮後，將恭送星雲大師法體... , https://udn.com/news/story/6656/6966769?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:48:19 , udn , 日本最大恐龍博物館、住恐龍房！恐龍迷必去的福井景點 , https://udn.com/news/story/7270/6966764?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:48:20 , udn , 日本的「福井縣」有著「恐龍王國」之稱，到處充滿和恐龍相關的景點。除了有世界前三大的恐龍博物館「福井縣立恐龍博物館」，另外... , https://udn.com/news/story/7270/6966764?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:48:20 , udn , 中國防疫降級後首個開學季 專家勸避免大停課 , https://udn.com/news/story/122650/6966717?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:48:20 , udn , 中國多地近日進入COVID-19乙類乙管後首個開學季，近3億師生將大規模集中返校。綜合流行病學家及病毒學家表示，未來疫情... , https://udn.com/news/story/122650/6966717?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:51:20 , udn , T1聯盟／霍華德面子、裡子都贏林書豪 還對他喊話：下季來T1 , https://udn.com/news/story/7003/6966749?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:51:20 , udn , T1聯盟桃園雲豹於今天作客高雄巨蛋全家海神隊主場，前NBA球星霍華德(Dwight Howard)，不僅先發出賽，還以超級「大三元」28分、22籃板、14助攻表現，輾壓對手，助戰績墊底的球隊取得本季首 , https://udn.com/news/story/7003/6966749?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:51:21 , udn , NBA／看好湖人鋒線群優勢 八村壘：我們能無限換防 , https://udn.com/news/story/7002/6966761?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:51:21 , udn , 陣容煥然一新的湖人，在今天作客彎曲的比賽中雖然沒有詹姆斯（LeBron James）坐鎮，但靠著第四節關鍵時刻的強勢防守，迫使勇士將近5分鐘只得到5分，以109比103中止3連敗。

「我們有很多 , https://udn.com/news/story/7002/6966761?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:57:21 , udn , 【重磅快評】陳吉仲學王美花 蛋價下得來嗎？ , https://udn.com/news/story/6656/6966776?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:57:21 , udn , 因國內缺蛋情況日趨嚴重，蛋雞產業團體經協調後，今天確認明天起雞蛋每台斤漲2元，產地價從40.5元漲到42.5元，批發價也... , https://udn.com/news/story/6656/6966776?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:57:21 , udn , 婚後生活超悲慘！她控訴先生「五大罪狀」 網勸退：快離開 , https://udn.com/news/story/7272/6966692?from=udn-ch1_breaknews-1-0-news
2023-02-12 17:57:21 , udn , 婚姻是許多人的生命課題，有女網友日前發文控訴先生5大罪狀「婚後整個變了」，包括經濟開銷雙方「AA制」、對方不負責顧小孩、下班經常與朋友出門或在家打遊戲、看影片，甚至無數次被抓包與其他女生聊天、想帶小孩回娘家卻遭阻止，讓她崩潰直呼「到底該怎麼辦？」，許多人則紛紛勸原PO「快離婚」。 , https://udn.com/news/story/7272/6966692?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:06:19 , udn , PLG／登台首戰自曝「很緊張」 林書豪靠老婆一句話紓壓 , https://udn.com/news/story/7002/6966788?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:06:19 , udn , 來台第一場比賽，「哈佛小子」林書豪就傳出平聯盟例行賽單場最多的13助攻，加上全場最高21分，率高雄17直播鋼鐵人隊以95... , https://udn.com/news/story/7002/6966788?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:09:20 , udn , NBA／經紀人否認小裴頓打止痛 勇士明早決定是否執行交易 , https://udn.com/news/story/7002/6966789?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:09:20 , udn , 勇士隊日前在季中交易截止日前，與活塞、老鷹和拓荒者隊達成一筆牽動多名球員的交易案，並且迎回上季奪冠班底的小裴頓（Gary Payton II）；然而看似一帆風順的過程，沒想到卻傳出小裴頓體檢未過的問題 , https://udn.com/news/story/7002/6966789?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:15:20 , udn , 日籍男子東北角騎自行車摔傷無援 警員讓他感到窩心 , https://udn.com/news/story/7323/6966814?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:15:20 , udn , 1名日本男子今天在新北市福隆海岸騎自行車，途中摔車造成多處擦、挫傷，因人生地不熟不知所措。警員執勤時發現異狀，用手機翻譯... , https://udn.com/news/story/7323/6966814?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:15:20 , udn , 6島精華、1口滿足！3款6海島純麥蘇格蘭威士忌獨獻台灣 , https://udn.com/news/story/7270/6966813?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:15:20 , udn , 6海島純麥蘇格蘭威士忌重磅推出3款獨獻台灣的新品——「6海島限量版波特桶純麥蘇格蘭威士忌」、「6海島限量版PX雪莉桶蘇格... , https://udn.com/news/story/7270/6966813?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:18:20 , udn , 2023金門馬拉松 古寧鄉親啦啦隊夾道歡迎 , https://udn.com/news/story/7327/6966817?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:18:21 , udn , 金門馬拉松賽睽違三年復辦，各界不少人關注參賽選手，不過今年特別的是，全馬馬拉松折返點在古寧頭關帝廟前，不少古寧國小師生及... , https://udn.com/news/story/7327/6966817?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:24:19 , udn , 宜蘭櫻花大爆發 燈篙林道人車爭道 , https://udn.com/news/story/7328/6966822?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:24:20 , udn , 最近幾天天氣回溫，宜蘭各地櫻花盛開，包括台七丙省道的櫻花公路、大同鄉玉蘭茶園的櫻花都大爆發，還有少見的白色山櫻花也開得美... , https://udn.com/news/story/7328/6966822?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:24:20 , udn , 要求災民「批土政府、讚陸搜救隊」…中國官媒試圖賄賂 災民怒報警 , https://udn.com/news/story/7331/6966785?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:24:20 , udn , 土耳其震災後有當地災民反映，一些中國官媒記者試圖賄賂災民，要求他們受訪時批評土耳其政府救災不力並表達不滿，還引導他們讚揚... , https://udn.com/news/story/7331/6966785?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:24:20 , udn , PLG／首戰打41分鐘 林書豪和教練告白：謝謝你讓我打那麼多 , https://udn.com/news/story/7003/6966820?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:24:20 , udn , 最近一次出賽已是去年12月20日，「哈佛小子」林書豪今天PLG處女秀就上場41分鐘20秒，繳出21分、13助攻、6籃板，... , https://udn.com/news/story/7003/6966820?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:30:22 , udn , 要求災民「批土政府、讚陸搜救隊」…中國官媒試圖賄賂災民引眾怒 , https://udn.com/news/story/123305/6966785?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:33:21 , udn , PLG／首戰破聯盟紀錄 林書豪謙虛：重點要團結 , https://udn.com/news/story/7002/6966826?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:33:21 , udn , 高雄17直播鋼鐵人隊迎接「哈佛小子」林書豪加盟，今天處女秀最高同時在線人數超過12萬，幾乎是過去最高紀錄2倍，鋼鐵人主場... , https://udn.com/news/story/7002/6966826?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:33:21 , udn , 敘利亞西北災區4天沒國際救援隊來 民眾「徒手挖瓦礫」 , https://udn.com/news/story/123305/6966166?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:33:21 , udn , 土耳其、敘利亞邊境地區6日發生7.8級強震，造成超過2.8萬人身亡，超越日本311大地震的死亡和失蹤總人數的2萬2312... , https://udn.com/news/story/123305/6966166?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:36:19 , udn , PLG／首戰破聯盟直播紀錄 林書豪謙虛：重點要團結 , https://udn.com/news/story/7003/6966826?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:42:20 , udn , IMF：地震重創土耳其經濟 但不會像1999年震後那樣嚴重 , https://udn.com/news/story/6809/6966832?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:42:20 , udn , 國際貨幣基金（IMF）12日表示，地震對土耳其經濟造成重大影響，但不會像1999年震後那樣嚴重。 , https://udn.com/news/story/6809/6966832?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:42:20 , udn , 「飄進領空才發現」 美軍追蹤氣球 挨批不夠即時 , https://udn.com/news/story/123298/6966262?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:42:20 , udn , 福斯新聞網(Fox News)11日報導，國防官員證實，10日在阿拉斯加擊落的不明飛行物已進入美國領空，才被偵知，雖然軍... , https://udn.com/news/story/123298/6966262?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , ChatGPT搶飯碗 資工系跌落神壇？網曝雙主修「這系」成最大贏家 , https://udn.com/news/story/6928/6966733?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , AI聊天機器人ChatGPT近來在全球掀起熱潮，使用者只需輸入短短指令，便能得到一段完整回覆，其強大的答題與寫作能力，推出短短2個月內便吸引上億名用戶... , https://udn.com/news/story/6928/6966733?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , 小商人爆鄉長論文抄襲遭撤學位 林于玲：絕無抄襲之心 , https://udn.com/news/story/7326/6966835?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , 網紅小商人今天爆出國民黨民雄鄉長林于玲的中正大學政治所碩士論文，在2月7日已被中正大學撤銷碩士學位及畢業證書；林于玲今天... , https://udn.com/news/story/7326/6966835?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , 屏東男子家用貨車出狀況 路邊檢查突然起火大冒煙 , https://udn.com/news/story/7320/6966833?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , 屏東年約40歲黃姓男子開車返家途中，貨車發生異常暫停路邊，不料下方引擎位置竄出火苗，接著冒出黑色濃煙，黃男急忙報案。屏東... , https://udn.com/news/story/7320/6966833?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , 川普任內「中國氣球」三度闖美無人知？前朝官員促查 , https://udn.com/news/story/123298/6966263?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:45:20 , udn , 隨著更多有關中國用氣球偵察美國等國的消息浮出檯面，人們開始關注：為何這類氣球入侵行為早在川普時代即已出現，當時政府官員卻... , https://udn.com/news/story/123298/6966263?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:48:21 , udn , 南投立委補選／林明溱今提前慶生 許願三振對手 , https://udn.com/news/story/6656/6966842?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:48:21 , udn , 南投立委補選，國民黨秘書長黃健庭今到南投為林明溱加油，並為明天（13日）生日的林提前慶生，他感謝林願意出面承擔補選，林明... , https://udn.com/news/story/6656/6966842?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:48:21 , udn , 桃園新總圖爭議連環爆 館長姚敦明驚傳遭撤換 , https://udn.com/news/story/7324/6966838?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:48:21 , udn , 桃園市立圖書館新館尚未開幕前曾被民代爆料諸多爭議，像是許多夾層改建成美食街，片面更改停車場得標廠商，原先規劃國賓影城進駐... , https://udn.com/news/story/7324/6966838?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:48:21 , udn , 台灣搜救隊完成任務！ 130人撤離前向災區致敬 , https://udn.com/news/story/6809/6966836?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:48:22 , udn , 台灣國際搜救隊正式完成搜救任務，台灣時間今天下午5點40分收拾完畢整理、整隊後，130人分梯次搭巴士，撤離往阿德亞曼機場... , https://udn.com/news/story/6809/6966836?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:51:20 , udn , 民進黨回應宋濤：只要尊重自由民主 歡迎來台灣走走 , https://udn.com/news/story/7331/6966843?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:51:20 , udn , 國民黨資深顧問、淡江大學大陸研究所榮譽教授趙春山10日晚上在北京飯店接受本報記者採訪時指出，大陸新任國台辦主任宋濤向國民... , https://udn.com/news/story/7331/6966843?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:51:21 , udn , 科學園區一地難求 想進駐沒那麼容易！廠商要先加強做這件事 , https://udn.com/news/story/7240/6966839?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:51:21 , udn , 想進駐科學園區的廠商，必須加強研發。國科會已修正完成「科學園區設置管理條例細則」，進駐科學園區廠商研發經費占營業額比例須... , https://udn.com/news/story/7240/6966839?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:51:21 , udn , IMF：地震重創土耳其經濟 但影響程度將小於1999年 , https://udn.com/news/story/123305/6966832?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:54:20 , udn , 談台灣有事 小馬可仕：很難想像菲律賓不被捲入 , https://udn.com/news/story/6809/6966829?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:54:20 , udn , 菲律賓總統小馬可仕（Ferdinand Marcos Jr.）今天在日本東京接受日本經濟新聞專訪時說，如果台灣海峽發生事... , https://udn.com/news/story/6809/6966829?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:54:20 , udn , 後疫情時代華航、長榮航及星宇航空新機搶市 , https://udn.com/news/story/7241/6966837?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:54:20 , udn , 後疫情時代華航（2610）、長榮航（2618）及星宇各推法寶搶攻航空業復甦商機，換新機提供更好的服務成為吸客的策略之一，... , https://udn.com/news/story/7241/6966837?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:54:21 , udn , 台灣搜救隊完成任務！撤離前130人列隊向災區致敬 , https://udn.com/news/story/123305/6966836?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:57:19 , udn , 台南市長綠驚險取勝 2024立委選戰藍營趁勢進攻目標破蛋 , https://udn.com/news/story/6656/6966849?from=udn-ch1_breaknews-1-0-news
2023-02-12 18:57:19 , udn , 台南市20多年來由民進黨長期執政，尤其縣市合併後，台南六席立委長期由民進黨全拿，藍營屢屢抱蛋而歸。去年市長選舉，國民黨殺出重圍，撼動綠色長城，民進黨黃偉哲執政四年，在連任市長一役贏得十分驚險，加上黑金介入台南政壇，正副議長賄選風波鬧得滿城風雨，2024立委選舉，藍營期待至少奪下1至2席，有望破蛋。... , https://udn.com/news/story/6656/6966849?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:00:21 , udn , 「雙媽會」百年6次 白沙屯媽、大甲媽以前是這樣相會的 , https://udn.com/news/story/7324/6966852?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:00:21 , udn , 台灣兩大宗教盛事白沙屯媽祖進香及大甲鎮瀾宮媽祖遶境，今天下午3點14分白沙屯媽祖停駕鎮瀾宮20分鐘，大批信眾見證百年歷史... , https://udn.com/news/story/7324/6966852?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:03:20 , udn , 桃園中小學聯合運動會今閉幕 87人破大會紀錄 , https://udn.com/news/story/6898/6966853?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:03:21 , udn , 為期4天的桃園市中小學校聯合運動會，今天下午結束所有賽程，圓滿閉幕。今年累計田徑有30人、游泳有57人在各項目破大會紀錄... , https://udn.com/news/story/6898/6966853?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:03:21 , udn , 回應「歡迎綠營訪陸」一說 民進黨：若尊重自由民主 也歡迎宋濤來台走走 , https://udn.com/news/story/7331/6966843?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:12:20 , udn , 醫院爆滿中 急診醫：估年後反彈可能持續到3、4月 , https://udn.com/news/story/7266/6966862?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:12:20 , udn , 新冠中重症隱憂未解，非新冠就醫反彈，年後大醫院人滿為患。台大醫院急診部主任黃建華證實，新冠病人並未變多，但急診人數確實增... , https://udn.com/news/story/7266/6966862?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:15:21 , udn , 年後醫院爆滿中 急診醫證實揭原因：可能持續到3、4月 , https://udn.com/news/story/7266/6966862?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:18:21 , udn , 龍明彪赴大覺寺弔唁星雲法師 不忘強調兩岸統一 , https://udn.com/news/story/7331/6966846?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:18:21 , udn , 中國大陸國台辦副主任龍明彪今天前往江蘇宜興大覺寺弔唁星雲法師時，細數星雲法師為改善兩岸關係所作貢獻，但不忘聲稱應為「民族... , https://udn.com/news/story/7331/6966846?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:18:21 , udn , 影／白沙屯媽祖駐駕清水 晚上朝拜人潮現 , https://udn.com/news/story/7325/6966867?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:18:21 , udn , 白沙屯媽祖今晚駐駕台中市清水區笠毅工業公司，今晚朝拜人潮多，警方派多名警力維持秩序，讓民眾都能如願拜媽祖，白沙屯媽祖鑾轎... , https://udn.com/news/story/7325/6966867?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:18:22 , udn , 桃園新總圖爭議連環爆 館長姚敦明遭撤換 , https://udn.com/news/story/7324/6966838?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:30:22 , udn , 台灣燈會湧人潮 捷運18:45起過站不停國父紀念館站 , https://udn.com/news/story/7266/6966872?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:30:22 , udn , 「2023台灣燈會在台北」昨天單日突破百萬人到訪參觀，5大捷運站點疏運量達30萬人次。活動倒數一周，今天好天氣吸引不少民... , https://udn.com/news/story/7266/6966872?from=udn-ch1_breaknews-1-0-news
2023-02-12 19:30:22 , udn , NFL／超級盃老鷹迎戰酋長 非裔四分衛先發對決史上首見 , https://udn.com/news/story/7005/6966768?from=udn-ch1_breaknews-1-0-news
